Company,IS_PARTIAL_OWNER_OF,Company
0001652044,IS_PARTIAL_OWNER_OF,0001539850
0001652044,IS_PARTIAL_OWNER_OF,0001840574
0001652044,IS_PARTIAL_OWNER_OF,0001836833
0001652044,IS_PARTIAL_OWNER_OF,0001562088
0001652044,IS_PARTIAL_OWNER_OF,0001653482
0001652044,IS_PARTIAL_OWNER_OF,0001824920
0001652044,IS_PARTIAL_OWNER_OF,0001568651
0001652044,IS_PARTIAL_OWNER_OF,0001535527
0001652044,IS_PARTIAL_OWNER_OF,0001690585
0001652044,IS_PARTIAL_OWNER_OF,0001724521
0001652044,IS_PARTIAL_OWNER_OF,0001693664
0001652044,IS_PARTIAL_OWNER_OF,0001501697
0001652044,IS_PARTIAL_OWNER_OF,0001701108
0001652044,IS_PARTIAL_OWNER_OF,0001412270
0000886982,IS_PARTIAL_OWNER_OF,0001809987
0000886982,IS_PARTIAL_OWNER_OF,0001645070
0000886982,IS_PARTIAL_OWNER_OF,0001029125
0000886982,IS_PARTIAL_OWNER_OF,0000811240
0000886982,IS_PARTIAL_OWNER_OF,0001835856
0000886982,IS_PARTIAL_OWNER_OF,0001850051
0000886982,IS_PARTIAL_OWNER_OF,0001883962
0000886982,IS_PARTIAL_OWNER_OF,0001941365
0000886982,IS_PARTIAL_OWNER_OF,0001849475
0000886982,IS_PARTIAL_OWNER_OF,0001662574
0000886982,IS_PARTIAL_OWNER_OF,0001682149
0000886982,IS_PARTIAL_OWNER_OF,0001833498
0000886982,IS_PARTIAL_OWNER_OF,0001866816
0000886982,IS_PARTIAL_OWNER_OF,0001638287
0000886982,IS_PARTIAL_OWNER_OF,0001819496
0000886982,IS_PARTIAL_OWNER_OF,0001823086
0000886982,IS_PARTIAL_OWNER_OF,0001907982
0000886982,IS_PARTIAL_OWNER_OF,0001867072
0000886982,IS_PARTIAL_OWNER_OF,0001653909
0000886982,IS_PARTIAL_OWNER_OF,0000876883
0000886982,IS_PARTIAL_OWNER_OF,0001432133
0000886982,IS_PARTIAL_OWNER_OF,0001846510
0000886982,IS_PARTIAL_OWNER_OF,0001580560
0000886982,IS_PARTIAL_OWNER_OF,0001697851
0000886982,IS_PARTIAL_OWNER_OF,0001759655
0000886982,IS_PARTIAL_OWNER_OF,0001664998
0000886982,IS_PARTIAL_OWNER_OF,0001110611
0000886982,IS_PARTIAL_OWNER_OF,0001772921
0000886982,IS_PARTIAL_OWNER_OF,0001041859
0000886982,IS_PARTIAL_OWNER_OF,0001000229
0000886982,IS_PARTIAL_OWNER_OF,0001280263
0000886982,IS_PARTIAL_OWNER_OF,0000318996
0000886982,IS_PARTIAL_OWNER_OF,0000886163
0000886982,IS_PARTIAL_OWNER_OF,0001517375
0000886982,IS_PARTIAL_OWNER_OF,0001655020
0000886982,IS_PARTIAL_OWNER_OF,0000886982
0000886982,IS_PARTIAL_OWNER_OF,0000879682
0000886982,IS_PARTIAL_OWNER_OF,0000314808
0000886982,IS_PARTIAL_OWNER_OF,0001634038
0000886982,IS_PARTIAL_OWNER_OF,0001722482
0000886982,IS_PARTIAL_OWNER_OF,0001592000
0000886982,IS_PARTIAL_OWNER_OF,0001455863
0000886982,IS_PARTIAL_OWNER_OF,0001071255
0000886982,IS_PARTIAL_OWNER_OF,0001179060
0000886982,IS_PARTIAL_OWNER_OF,0001617977
0000886982,IS_PARTIAL_OWNER_OF,0001552033
0000886982,IS_PARTIAL_OWNER_OF,0001572694
0000886982,IS_PARTIAL_OWNER_OF,0001402366
0000886982,IS_PARTIAL_OWNER_OF,0001136869
0000886982,IS_PARTIAL_OWNER_OF,0001620459
0000886982,IS_PARTIAL_OWNER_OF,0001237746
0000886982,IS_PARTIAL_OWNER_OF,0001496268
0000886982,IS_PARTIAL_OWNER_OF,0001492674
0000886982,IS_PARTIAL_OWNER_OF,0001393726
0000886982,IS_PARTIAL_OWNER_OF,0001576169
0000886982,IS_PARTIAL_OWNER_OF,0001314223
0000886982,IS_PARTIAL_OWNER_OF,0001584509
0000886982,IS_PARTIAL_OWNER_OF,0001448893
0000886982,IS_PARTIAL_OWNER_OF,0001578086
0000886982,IS_PARTIAL_OWNER_OF,0000814549
0000886982,IS_PARTIAL_OWNER_OF,0001439095
0000886982,IS_PARTIAL_OWNER_OF,0001383871
0000886982,IS_PARTIAL_OWNER_OF,0001237831
0000886982,IS_PARTIAL_OWNER_OF,0001292900
0000886982,IS_PARTIAL_OWNER_OF,0001326801
0000886982,IS_PARTIAL_OWNER_OF,0001273931
0000886982,IS_PARTIAL_OWNER_OF,0001506307
0000886982,IS_PARTIAL_OWNER_OF,0001096738
0000886982,IS_PARTIAL_OWNER_OF,0001142750
0000886982,IS_PARTIAL_OWNER_OF,0001487990
0000886982,IS_PARTIAL_OWNER_OF,0000880059
0000886982,IS_PARTIAL_OWNER_OF,0001111335
0000886982,IS_PARTIAL_OWNER_OF,0000847431
0000886982,IS_PARTIAL_OWNER_OF,0001471261
0000886982,IS_PARTIAL_OWNER_OF,0001395942
0000886982,IS_PARTIAL_OWNER_OF,0000029534
0000886982,IS_PARTIAL_OWNER_OF,0001468174
0000886982,IS_PARTIAL_OWNER_OF,0001065049
0000886982,IS_PARTIAL_OWNER_OF,0000810332
0000886982,IS_PARTIAL_OWNER_OF,0000891504
0000886982,IS_PARTIAL_OWNER_OF,0000050725
0000886982,IS_PARTIAL_OWNER_OF,0000700923
0000886982,IS_PARTIAL_OWNER_OF,0000056868
0000886982,IS_PARTIAL_OWNER_OF,0001376139
0000886982,IS_PARTIAL_OWNER_OF,0001125845
0000886982,IS_PARTIAL_OWNER_OF,0000074783
0000886982,IS_PARTIAL_OWNER_OF,0001025953
0000886982,IS_PARTIAL_OWNER_OF,0001348259
0000886982,IS_PARTIAL_OWNER_OF,0001385544
0000886982,IS_PARTIAL_OWNER_OF,0001391127
0000886982,IS_PARTIAL_OWNER_OF,0001072342
0000886982,IS_PARTIAL_OWNER_OF,0001325460
0000886982,IS_PARTIAL_OWNER_OF,0000918946
0000886982,IS_PARTIAL_OWNER_OF,0001133494
0000886982,IS_PARTIAL_OWNER_OF,0001133324
0000886982,IS_PARTIAL_OWNER_OF,0000054502
0000886982,IS_PARTIAL_OWNER_OF,0001174746
0000886982,IS_PARTIAL_OWNER_OF,0001352801
0000886982,IS_PARTIAL_OWNER_OF,0001144528
0000886982,IS_PARTIAL_OWNER_OF,0000912908
0000886982,IS_PARTIAL_OWNER_OF,0000773660
0000886982,IS_PARTIAL_OWNER_OF,0001104730
0000886982,IS_PARTIAL_OWNER_OF,0001044490
0000886982,IS_PARTIAL_OWNER_OF,0001112748
0000886982,IS_PARTIAL_OWNER_OF,0001239111
0000886982,IS_PARTIAL_OWNER_OF,0001318274
0000886982,IS_PARTIAL_OWNER_OF,0001311370
0000886982,IS_PARTIAL_OWNER_OF,0000216039
0000886982,IS_PARTIAL_OWNER_OF,0001295230
0000886982,IS_PARTIAL_OWNER_OF,0001271625
0000886982,IS_PARTIAL_OWNER_OF,0001172139
0000886982,IS_PARTIAL_OWNER_OF,0001298341
0000886982,IS_PARTIAL_OWNER_OF,0001107389
0000886982,IS_PARTIAL_OWNER_OF,0001057436
0000886982,IS_PARTIAL_OWNER_OF,0000030419
0000886982,IS_PARTIAL_OWNER_OF,0000717605
0000886982,IS_PARTIAL_OWNER_OF,0001037038
0000886982,IS_PARTIAL_OWNER_OF,0000799088
0000886982,IS_PARTIAL_OWNER_OF,0001141299
0000886982,IS_PARTIAL_OWNER_OF,0001087955
0000886982,IS_PARTIAL_OWNER_OF,0001013243
0000886982,IS_PARTIAL_OWNER_OF,0000930548
0000886982,IS_PARTIAL_OWNER_OF,0000874265
0000886982,IS_PARTIAL_OWNER_OF,0000107832
0000886982,IS_PARTIAL_OWNER_OF,0000795665
0000886982,IS_PARTIAL_OWNER_OF,0001101239
0000886982,IS_PARTIAL_OWNER_OF,0000924174
0000886982,IS_PARTIAL_OWNER_OF,0000820608
0001468174,IS_PARTIAL_OWNER_OF,0001692412
0000313143,IS_PARTIAL_OWNER_OF,0001009463
0000045012,IS_PARTIAL_OWNER_OF,0001357615
0000354950,IS_PARTIAL_OWNER_OF,0001573097
0000916789,IS_PARTIAL_OWNER_OF,0001100779
0000004447,IS_PARTIAL_OWNER_OF,0001789832
0000004447,IS_PARTIAL_OWNER_OF,0001619739
0001585689,IS_PARTIAL_OWNER_OF,0001617406
0001585689,IS_PARTIAL_OWNER_OF,0001674168
0000866829,IS_PARTIAL_OWNER_OF,0001364100
0000793952,IS_PARTIAL_OWNER_OF,0001898795
0000859737,IS_PARTIAL_OWNER_OF,0000750901
0000773840,IS_PARTIAL_OWNER_OF,0001819438
0000773840,IS_PARTIAL_OWNER_OF,0001735707
0000773840,IS_PARTIAL_OWNER_OF,0001740332
0000773840,IS_PARTIAL_OWNER_OF,0001673985
0000773840,IS_PARTIAL_OWNER_OF,0000922932
0000046765,IS_PARTIAL_OWNER_OF,0000008411
0001645590,IS_PARTIAL_OWNER_OF,0001704254
0001645590,IS_PARTIAL_OWNER_OF,0001688568
0000047217,IS_PARTIAL_OWNER_OF,0001645590
0000047217,IS_PARTIAL_OWNER_OF,0001084750
0000047217,IS_PARTIAL_OWNER_OF,0000867058
0000047217,IS_PARTIAL_OWNER_OF,0001095266
0000047217,IS_PARTIAL_OWNER_OF,0000888358
0001000228,IS_PARTIAL_OWNER_OF,0001752836
0000047111,IS_PARTIAL_OWNER_OF,0001640313
0001265131,IS_PARTIAL_OWNER_OF,0000878520
0000004281,IS_PARTIAL_OWNER_OF,0001790982
0000004281,IS_PARTIAL_OWNER_OF,0001675149
0001800227,IS_PARTIAL_OWNER_OF,0001837686
0001800227,IS_PARTIAL_OWNER_OF,0000789570
0001800227,IS_PARTIAL_OWNER_OF,0001705110
0000917520,IS_PARTIAL_OWNER_OF,0001637761
0000051143,IS_PARTIAL_OWNER_OF,0001867072
0001571949,IS_PARTIAL_OWNER_OF,0001820302
0000832101,IS_PARTIAL_OWNER_OF,0000723889
0001110803,IS_PARTIAL_OWNER_OF,0001699031
0001110803,IS_PARTIAL_OWNER_OF,0000913275
0000879169,IS_PARTIAL_OWNER_OF,0001651311
0000879169,IS_PARTIAL_OWNER_OF,0001098972
0001046257,IS_PARTIAL_OWNER_OF,0001046257
0000050863,IS_PARTIAL_OWNER_OF,0001910139
0000050863,IS_PARTIAL_OWNER_OF,0001463972
0000050863,IS_PARTIAL_OWNER_OF,0001783317
0000050863,IS_PARTIAL_OWNER_OF,0001650575
0000050863,IS_PARTIAL_OWNER_OF,0001535379
0000050863,IS_PARTIAL_OWNER_OF,0001408278
0000050863,IS_PARTIAL_OWNER_OF,0000833829
0000050863,IS_PARTIAL_OWNER_OF,0001442505
0000050863,IS_PARTIAL_OWNER_OF,0001124610
0000050863,IS_PARTIAL_OWNER_OF,0001285551
0001080014,IS_PARTIAL_OWNER_OF,0001724344
0001080014,IS_PARTIAL_OWNER_OF,0000921114
0001080014,IS_PARTIAL_OWNER_OF,0001583107
0000051434,IS_PARTIAL_OWNER_OF,0000051434
0000051434,IS_PARTIAL_OWNER_OF,0001856485
0000051434,IS_PARTIAL_OWNER_OF,0001599489
0000051644,IS_PARTIAL_OWNER_OF,0001024787
0001478242,IS_PARTIAL_OWNER_OF,0001595262
0001114483,IS_PARTIAL_OWNER_OF,0001648893
0000216228,IS_PARTIAL_OWNER_OF,0001524471
0000216228,IS_PARTIAL_OWNER_OF,0001524472
0000914208,IS_PARTIAL_OWNER_OF,0001976927
0000914208,IS_PARTIAL_OWNER_OF,0001756761
0000914208,IS_PARTIAL_OWNER_OF,0001618835
0000914208,IS_PARTIAL_OWNER_OF,0001437071
0000833444,IS_PARTIAL_OWNER_OF,0001546640
0000833444,IS_PARTIAL_OWNER_OF,0000800459
0000833444,IS_PARTIAL_OWNER_OF,0001385187
0000833444,IS_PARTIAL_OWNER_OF,0001385157
0000096223,IS_PARTIAL_OWNER_OF,0001959604
0000096223,IS_PARTIAL_OWNER_OF,0001959568
0000096223,IS_PARTIAL_OWNER_OF,0001944558
0000096223,IS_PARTIAL_OWNER_OF,0001832136
0000096223,IS_PARTIAL_OWNER_OF,0001844642
0000096223,IS_PARTIAL_OWNER_OF,0001825720
0000096223,IS_PARTIAL_OWNER_OF,0001768012
0000096223,IS_PARTIAL_OWNER_OF,0001822492
0000096223,IS_PARTIAL_OWNER_OF,0001779020
0000096223,IS_PARTIAL_OWNER_OF,0001534992
0000096223,IS_PARTIAL_OWNER_OF,0001641197
0000096223,IS_PARTIAL_OWNER_OF,0001661920
0000096223,IS_PARTIAL_OWNER_OF,0001653247
0000096223,IS_PARTIAL_OWNER_OF,0000833795
0000096223,IS_PARTIAL_OWNER_OF,0001569391
0000096223,IS_PARTIAL_OWNER_OF,0000109177
0000096223,IS_PARTIAL_OWNER_OF,0001562151
0000096223,IS_PARTIAL_OWNER_OF,0000089439
0000096223,IS_PARTIAL_OWNER_OF,0001111632
0000096223,IS_PARTIAL_OWNER_OF,0000793964
0000096223,IS_PARTIAL_OWNER_OF,0001084580
0000096223,IS_PARTIAL_OWNER_OF,0000804269
0000096223,IS_PARTIAL_OWNER_OF,0000794323
0000096223,IS_PARTIAL_OWNER_OF,0000906525
0000096223,IS_PARTIAL_OWNER_OF,0000913760
0000096223,IS_PARTIAL_OWNER_OF,0000799088
0000096223,IS_PARTIAL_OWNER_OF,0000003642
0000096223,IS_PARTIAL_OWNER_OF,0001195454
0001274173,IS_PARTIAL_OWNER_OF,0000907654
0001037976,IS_PARTIAL_OWNER_OF,0001314152
0000200406,IS_PARTIAL_OWNER_OF,0001855175
0000200406,IS_PARTIAL_OWNER_OF,0001944048
0000200406,IS_PARTIAL_OWNER_OF,0001735438
0000200406,IS_PARTIAL_OWNER_OF,0001235912
0000200406,IS_PARTIAL_OWNER_OF,0001805890
0000200406,IS_PARTIAL_OWNER_OF,0001695357
0000200406,IS_PARTIAL_OWNER_OF,0001609550
0000200406,IS_PARTIAL_OWNER_OF,0001377121
0000200406,IS_PARTIAL_OWNER_OF,0001070336
0000200406,IS_PARTIAL_OWNER_OF,0001444380
0000200406,IS_PARTIAL_OWNER_OF,0001598646
0000200406,IS_PARTIAL_OWNER_OF,0001341235
0000200406,IS_PARTIAL_OWNER_OF,0001404644
0000200406,IS_PARTIAL_OWNER_OF,0001457612
0000200406,IS_PARTIAL_OWNER_OF,0001279695
0000200406,IS_PARTIAL_OWNER_OF,0001296391
0000200406,IS_PARTIAL_OWNER_OF,0000944809
0000200406,IS_PARTIAL_OWNER_OF,0001033660
0000200406,IS_PARTIAL_OWNER_OF,0001016006
0000200406,IS_PARTIAL_OWNER_OF,0001145404
0000200406,IS_PARTIAL_OWNER_OF,0001173657
0000200406,IS_PARTIAL_OWNER_OF,0001083132
0000200406,IS_PARTIAL_OWNER_OF,0000858155
0001043604,IS_PARTIAL_OWNER_OF,0001088454
0000019617,IS_PARTIAL_OWNER_OF,0001812447
0000019617,IS_PARTIAL_OWNER_OF,0001034665
0000019617,IS_PARTIAL_OWNER_OF,0000887394
0000019617,IS_PARTIAL_OWNER_OF,0000897269
0000019617,IS_PARTIAL_OWNER_OF,0001071899
0000019617,IS_PARTIAL_OWNER_OF,0001176194
0000019617,IS_PARTIAL_OWNER_OF,0000894242
0000019617,IS_PARTIAL_OWNER_OF,0001181187
0000019617,IS_PARTIAL_OWNER_OF,0001137393
0000019617,IS_PARTIAL_OWNER_OF,0000835948
0000019617,IS_PARTIAL_OWNER_OF,0001826671
0000019617,IS_PARTIAL_OWNER_OF,0001941536
0000019617,IS_PARTIAL_OWNER_OF,0001708055
0000019617,IS_PARTIAL_OWNER_OF,0001707502
0000019617,IS_PARTIAL_OWNER_OF,0001281922
0000019617,IS_PARTIAL_OWNER_OF,0000943861
0000019617,IS_PARTIAL_OWNER_OF,0001397403
0000019617,IS_PARTIAL_OWNER_OF,0001464343
0000019617,IS_PARTIAL_OWNER_OF,0001161069
0000019617,IS_PARTIAL_OWNER_OF,0000918112
0000019617,IS_PARTIAL_OWNER_OF,0000730469
0000019617,IS_PARTIAL_OWNER_OF,0000777001
0000019617,IS_PARTIAL_OWNER_OF,0000922717
0000019617,IS_PARTIAL_OWNER_OF,0001129981
0000019617,IS_PARTIAL_OWNER_OF,0001058444
0000019617,IS_PARTIAL_OWNER_OF,0001227728
0000019617,IS_PARTIAL_OWNER_OF,0001136655
0000019617,IS_PARTIAL_OWNER_OF,0001292900
0000019617,IS_PARTIAL_OWNER_OF,0001172139
0000019617,IS_PARTIAL_OWNER_OF,0000814457
0000019617,IS_PARTIAL_OWNER_OF,0001297633
0000019617,IS_PARTIAL_OWNER_OF,0000074585
0000019617,IS_PARTIAL_OWNER_OF,0000914712
0000019617,IS_PARTIAL_OWNER_OF,0001091973
0000019617,IS_PARTIAL_OWNER_OF,0001060736
0000019617,IS_PARTIAL_OWNER_OF,0001173657
0000019617,IS_PARTIAL_OWNER_OF,0001172480
0000019617,IS_PARTIAL_OWNER_OF,0001157972
0000019617,IS_PARTIAL_OWNER_OF,0001131517
0000019617,IS_PARTIAL_OWNER_OF,0001084869
0000019617,IS_PARTIAL_OWNER_OF,0001003642
0000019617,IS_PARTIAL_OWNER_OF,0001115285
0000019617,IS_PARTIAL_OWNER_OF,0000925528
0000019617,IS_PARTIAL_OWNER_OF,0000722723
0000019617,IS_PARTIAL_OWNER_OF,0001125057
0000019617,IS_PARTIAL_OWNER_OF,0001101052
0000019617,IS_PARTIAL_OWNER_OF,0001022820
0000019617,IS_PARTIAL_OWNER_OF,0001021113
0000019617,IS_PARTIAL_OWNER_OF,0000947577
0000019617,IS_PARTIAL_OWNER_OF,0001214816
0000019617,IS_PARTIAL_OWNER_OF,0001040593
0000055067,IS_PARTIAL_OWNER_OF,0001959348
0001395942,IS_PARTIAL_OWNER_OF,0001745041
0000879101,IS_PARTIAL_OWNER_OF,0001646972
0000879101,IS_PARTIAL_OWNER_OF,0000012779
0000879101,IS_PARTIAL_OWNER_OF,0000948975
0000319201,IS_PARTIAL_OWNER_OF,0000828119
0000319201,IS_PARTIAL_OWNER_OF,0000884498
0000055785,IS_PARTIAL_OWNER_OF,0001606498
0000055785,IS_PARTIAL_OWNER_OF,0001296435
0001506307,IS_PARTIAL_OWNER_OF,0001410838
0000860748,IS_PARTIAL_OWNER_OF,0001044590
0000860748,IS_PARTIAL_OWNER_OF,0001377269
0000860748,IS_PARTIAL_OWNER_OF,0001280948
0000021344,IS_PARTIAL_OWNER_OF,0000865752
0000021344,IS_PARTIAL_OWNER_OF,0000909954
0000021344,IS_PARTIAL_OWNER_OF,0000317540
0000056873,IS_PARTIAL_OWNER_OF,0001536035
0000056873,IS_PARTIAL_OWNER_OF,0001401688
0000060086,IS_PARTIAL_OWNER_OF,0000021175
0000060086,IS_PARTIAL_OWNER_OF,0001424847
0000060086,IS_PARTIAL_OWNER_OF,0001328598
0000060086,IS_PARTIAL_OWNER_OF,0001336047
0000060086,IS_PARTIAL_OWNER_OF,0000949039
0000060086,IS_PARTIAL_OWNER_OF,0000815093
0001023128,IS_PARTIAL_OWNER_OF,0001762322
0001090425,IS_PARTIAL_OWNER_OF,0001025169
0001336920,IS_PARTIAL_OWNER_OF,0001571123
0000920760,IS_PARTIAL_OWNER_OF,0002017206
0000920760,IS_PARTIAL_OWNER_OF,0001722438
0000920760,IS_PARTIAL_OWNER_OF,0001828105
0000886163,IS_PARTIAL_OWNER_OF,0001919246
0000886163,IS_PARTIAL_OWNER_OF,0001893653
0000886163,IS_PARTIAL_OWNER_OF,0001478121
0000886163,IS_PARTIAL_OWNER_OF,0001607678
0000886163,IS_PARTIAL_OWNER_OF,0000886163
0000920148,IS_PARTIAL_OWNER_OF,0001965040
0000920148,IS_PARTIAL_OWNER_OF,0001076481
0000920148,IS_PARTIAL_OWNER_OF,0001168197
0000920148,IS_PARTIAL_OWNER_OF,0001107216
0000920148,IS_PARTIAL_OWNER_OF,0001094961
0000202058,IS_PARTIAL_OWNER_OF,0001138830
0000202058,IS_PARTIAL_OWNER_OF,0000097052
0000202058,IS_PARTIAL_OWNER_OF,0001377789
0000202058,IS_PARTIAL_OWNER_OF,0000944163
0000059478,IS_PARTIAL_OWNER_OF,0001722271
0000059478,IS_PARTIAL_OWNER_OF,0001714798
0000059478,IS_PARTIAL_OWNER_OF,0001821323
0000059478,IS_PARTIAL_OWNER_OF,0001599901
0000059478,IS_PARTIAL_OWNER_OF,0001557883
0000059478,IS_PARTIAL_OWNER_OF,0001739104
0000059478,IS_PARTIAL_OWNER_OF,0001509745
0000059478,IS_PARTIAL_OWNER_OF,0001403752
0000059478,IS_PARTIAL_OWNER_OF,0001348649
0000059478,IS_PARTIAL_OWNER_OF,0001636282
0000059478,IS_PARTIAL_OWNER_OF,0001587221
0000059478,IS_PARTIAL_OWNER_OF,0001512762
0000059478,IS_PARTIAL_OWNER_OF,0001401914
0000059478,IS_PARTIAL_OWNER_OF,0001463729
0000059478,IS_PARTIAL_OWNER_OF,0001082554
0000059478,IS_PARTIAL_OWNER_OF,0000874015
0000059478,IS_PARTIAL_OWNER_OF,0000902622
0000936468,IS_PARTIAL_OWNER_OF,0001835512
0000936468,IS_PARTIAL_OWNER_OF,0001006269
0000352541,IS_PARTIAL_OWNER_OF,0001255474
0001521036,IS_PARTIAL_OWNER_OF,0000728387
0000750004,IS_PARTIAL_OWNER_OF,0001760717
0000060667,IS_PARTIAL_OWNER_OF,0000060667
0000018926,IS_PARTIAL_OWNER_OF,0001058444
0000018926,IS_PARTIAL_OWNER_OF,0000045919
0000871763,IS_PARTIAL_OWNER_OF,0000948850
0000871763,IS_PARTIAL_OWNER_OF,0000802806
0001048286,IS_PARTIAL_OWNER_OF,0001535929
0001048286,IS_PARTIAL_OWNER_OF,0001524358
0001048286,IS_PARTIAL_OWNER_OF,0001298946
0000062996,IS_PARTIAL_OWNER_OF,0001633931
0000062996,IS_PARTIAL_OWNER_OF,0000842633
0000937556,IS_PARTIAL_OWNER_OF,0001933567
0000063296,IS_PARTIAL_OWNER_OF,0000719164
0000063908,IS_PARTIAL_OWNER_OF,0001058090
0000827054,IS_PARTIAL_OWNER_OF,0000855906
0000927653,IS_PARTIAL_OWNER_OF,0001756497
0000927653,IS_PARTIAL_OWNER_OF,0000927653
0001059556,IS_PARTIAL_OWNER_OF,0001059556
0001059556,IS_PARTIAL_OWNER_OF,0001038222
0001103982,IS_PARTIAL_OWNER_OF,0001418135
0001103982,IS_PARTIAL_OWNER_OF,0001545158
0001613103,IS_PARTIAL_OWNER_OF,0001814114
0001613103,IS_PARTIAL_OWNER_OF,0001609550
0000067716,IS_PARTIAL_OWNER_OF,0002015845
0000067716,IS_PARTIAL_OWNER_OF,0001955520
0001099219,IS_PARTIAL_OWNER_OF,0001685040
0001099219,IS_PARTIAL_OWNER_OF,0000898174
0000789570,IS_PARTIAL_OWNER_OF,0001823878
0000789570,IS_PARTIAL_OWNER_OF,0001656936
0001698990,IS_PARTIAL_OWNER_OF,0001565146
0000724004,IS_PARTIAL_OWNER_OF,0000724004
0000062709,IS_PARTIAL_OWNER_OF,0001576169
0000062709,IS_PARTIAL_OWNER_OF,0001214816
0000066740,IS_PARTIAL_OWNER_OF,0001964738
0000066740,IS_PARTIAL_OWNER_OF,0001289434
0000066740,IS_PARTIAL_OWNER_OF,0001070361
0000764180,IS_PARTIAL_OWNER_OF,0001656472
0000764180,IS_PARTIAL_OWNER_OF,0001413329
0000764180,IS_PARTIAL_OWNER_OF,0001103982
0001510295,IS_PARTIAL_OWNER_OF,0001507615
0001510295,IS_PARTIAL_OWNER_OF,0001552000
0000310158,IS_PARTIAL_OWNER_OF,0001527753
0000310158,IS_PARTIAL_OWNER_OF,0001708493
0000310158,IS_PARTIAL_OWNER_OF,0001821825
0000310158,IS_PARTIAL_OWNER_OF,0001807901
0000310158,IS_PARTIAL_OWNER_OF,0001019695
0000310158,IS_PARTIAL_OWNER_OF,0001426332
0000310158,IS_PARTIAL_OWNER_OF,0001382101
0000310158,IS_PARTIAL_OWNER_OF,0001566044
0000310158,IS_PARTIAL_OWNER_OF,0001651308
0000310158,IS_PARTIAL_OWNER_OF,0001293818
0000101778,IS_PARTIAL_OWNER_OF,0001510295
0000895421,IS_PARTIAL_OWNER_OF,0000894351
0000895421,IS_PARTIAL_OWNER_OF,0001828852
0000895421,IS_PARTIAL_OWNER_OF,0001267602
0000895421,IS_PARTIAL_OWNER_OF,0001178697
0000895421,IS_PARTIAL_OWNER_OF,0001766478
0000895421,IS_PARTIAL_OWNER_OF,0001716947
0000895421,IS_PARTIAL_OWNER_OF,0001664703
0000895421,IS_PARTIAL_OWNER_OF,0001157762
0000895421,IS_PARTIAL_OWNER_OF,0001660484
0000895421,IS_PARTIAL_OWNER_OF,0001074691
0000895421,IS_PARTIAL_OWNER_OF,0001509253
0000895421,IS_PARTIAL_OWNER_OF,0000097472
0000895421,IS_PARTIAL_OWNER_OF,0000789868
0000895421,IS_PARTIAL_OWNER_OF,0001232863
0000895421,IS_PARTIAL_OWNER_OF,0001181187
0000895421,IS_PARTIAL_OWNER_OF,0001181024
0000895421,IS_PARTIAL_OWNER_OF,0001137392
0000895421,IS_PARTIAL_OWNER_OF,0001169028
0000895421,IS_PARTIAL_OWNER_OF,0001176197
0000895421,IS_PARTIAL_OWNER_OF,0000890196
0000895421,IS_PARTIAL_OWNER_OF,0000890515
0000895421,IS_PARTIAL_OWNER_OF,0001074952
0000895421,IS_PARTIAL_OWNER_OF,0001090117
0000895421,IS_PARTIAL_OWNER_OF,0001353970
0000895421,IS_PARTIAL_OWNER_OF,0001398551
0000895421,IS_PARTIAL_OWNER_OF,0001222922
0000895421,IS_PARTIAL_OWNER_OF,0001208208
0000895421,IS_PARTIAL_OWNER_OF,0000769874
0000895421,IS_PARTIAL_OWNER_OF,0001166258
0000895421,IS_PARTIAL_OWNER_OF,0000826020
0000895421,IS_PARTIAL_OWNER_OF,0000902719
0000895421,IS_PARTIAL_OWNER_OF,0000845606
0000895421,IS_PARTIAL_OWNER_OF,0000902731
0000895421,IS_PARTIAL_OWNER_OF,0001170895
0000895421,IS_PARTIAL_OWNER_OF,0000847411
0000895421,IS_PARTIAL_OWNER_OF,0000899752
0000895421,IS_PARTIAL_OWNER_OF,0001171471
0000895421,IS_PARTIAL_OWNER_OF,0001090122
0000895421,IS_PARTIAL_OWNER_OF,0001157842
0000895421,IS_PARTIAL_OWNER_OF,0001275214
0000895421,IS_PARTIAL_OWNER_OF,0000837951
0000895421,IS_PARTIAL_OWNER_OF,0001116937
0000895421,IS_PARTIAL_OWNER_OF,0001070732
0000895421,IS_PARTIAL_OWNER_OF,0001174164
0000895421,IS_PARTIAL_OWNER_OF,0001245648
0000895421,IS_PARTIAL_OWNER_OF,0001224450
0000895421,IS_PARTIAL_OWNER_OF,0001074436
0000895421,IS_PARTIAL_OWNER_OF,0001323648
0000895421,IS_PARTIAL_OWNER_OF,0000912544
0000895421,IS_PARTIAL_OWNER_OF,0001408198
0000895421,IS_PARTIAL_OWNER_OF,0001287701
0000895421,IS_PARTIAL_OWNER_OF,0000874443
0000895421,IS_PARTIAL_OWNER_OF,0001405277
0000895421,IS_PARTIAL_OWNER_OF,0000912888
0000895421,IS_PARTIAL_OWNER_OF,0001393612
0000895421,IS_PARTIAL_OWNER_OF,0001261482
0000895421,IS_PARTIAL_OWNER_OF,0001010958
0000895421,IS_PARTIAL_OWNER_OF,0000918958
0000895421,IS_PARTIAL_OWNER_OF,0000716054
0000895421,IS_PARTIAL_OWNER_OF,0001237941
0000895421,IS_PARTIAL_OWNER_OF,0001337675
0000895421,IS_PARTIAL_OWNER_OF,0001130166
0000895421,IS_PARTIAL_OWNER_OF,0001137778
0000895421,IS_PARTIAL_OWNER_OF,0001319229
