Company,IS_PARTIAL_OWNER_OF,Company
0001067983,IS_PARTIAL_OWNER_OF,0000105729
0001067983,IS_PARTIAL_OWNER_OF,0001403385
0001067983,IS_PARTIAL_OWNER_OF,0001059556
0001067983,IS_PARTIAL_OWNER_OF,0000934612
0001067983,IS_PARTIAL_OWNER_OF,0000757011
0001067983,IS_PARTIAL_OWNER_OF,0000820027
0001067983,IS_PARTIAL_OWNER_OF,0000041499
0001067983,IS_PARTIAL_OWNER_OF,0000776867
0001049782,IS_PARTIAL_OWNER_OF,0001109525
0001109354,IS_PARTIAL_OWNER_OF,0001689657
0000079282,IS_PARTIAL_OWNER_OF,0000079282
0000885725,IS_PARTIAL_OWNER_OF,0001127537
0000885725,IS_PARTIAL_OWNER_OF,0001398090
0000885725,IS_PARTIAL_OWNER_OF,0001123695
0000885725,IS_PARTIAL_OWNER_OF,0001351509
0000885725,IS_PARTIAL_OWNER_OF,0001003929
0000885725,IS_PARTIAL_OWNER_OF,0000864683
0000885725,IS_PARTIAL_OWNER_OF,0000886235
0001064728,IS_PARTIAL_OWNER_OF,0001376812
0001064728,IS_PARTIAL_OWNER_OF,0001144945
0000908255,IS_PARTIAL_OWNER_OF,0001968915
0000908255,IS_PARTIAL_OWNER_OF,0001757932
0001486957,IS_PARTIAL_OWNER_OF,0001630805
0000906553,IS_PARTIAL_OWNER_OF,0001001865
0000831001,IS_PARTIAL_OWNER_OF,0001856485
0000831001,IS_PARTIAL_OWNER_OF,0001074952
0000831001,IS_PARTIAL_OWNER_OF,0000894351
0000831001,IS_PARTIAL_OWNER_OF,0001195738
0000831001,IS_PARTIAL_OWNER_OF,0001131062
0000831001,IS_PARTIAL_OWNER_OF,0001093428
0000831001,IS_PARTIAL_OWNER_OF,0001393662
0000831001,IS_PARTIAL_OWNER_OF,0001573166
0000831001,IS_PARTIAL_OWNER_OF,0001573698
0000831001,IS_PARTIAL_OWNER_OF,0001288992
0000831001,IS_PARTIAL_OWNER_OF,0001518557
0000831001,IS_PARTIAL_OWNER_OF,0000888410
0000831001,IS_PARTIAL_OWNER_OF,0000890393
0000831001,IS_PARTIAL_OWNER_OF,0000884216
0000831001,IS_PARTIAL_OWNER_OF,0000882150
0000831001,IS_PARTIAL_OWNER_OF,0000844172
0000831001,IS_PARTIAL_OWNER_OF,0000891038
0000831001,IS_PARTIAL_OWNER_OF,0000882152
0000831001,IS_PARTIAL_OWNER_OF,0000882153
0000831001,IS_PARTIAL_OWNER_OF,0000882151
0000831001,IS_PARTIAL_OWNER_OF,0000883412
0000831001,IS_PARTIAL_OWNER_OF,0000901824
0000831001,IS_PARTIAL_OWNER_OF,0000894146
0000831001,IS_PARTIAL_OWNER_OF,0000898618
0000831001,IS_PARTIAL_OWNER_OF,0000895531
0000831001,IS_PARTIAL_OWNER_OF,0000908993
0000831001,IS_PARTIAL_OWNER_OF,0001199004
0000831001,IS_PARTIAL_OWNER_OF,0001202806
0000831001,IS_PARTIAL_OWNER_OF,0001089638
0000831001,IS_PARTIAL_OWNER_OF,0001181506
0000831001,IS_PARTIAL_OWNER_OF,0001127706
0000831001,IS_PARTIAL_OWNER_OF,0000878242
0000831001,IS_PARTIAL_OWNER_OF,0001087786
0000831001,IS_PARTIAL_OWNER_OF,0001475922
0000831001,IS_PARTIAL_OWNER_OF,0001137888
0000831001,IS_PARTIAL_OWNER_OF,0001195737
0000831001,IS_PARTIAL_OWNER_OF,0000885734
0000831001,IS_PARTIAL_OWNER_OF,0000880059
0000831001,IS_PARTIAL_OWNER_OF,0001165383
0000831001,IS_PARTIAL_OWNER_OF,0000879819
0000831001,IS_PARTIAL_OWNER_OF,0001145728
0000831001,IS_PARTIAL_OWNER_OF,0000885712
0000831001,IS_PARTIAL_OWNER_OF,0001379384
0000831001,IS_PARTIAL_OWNER_OF,0001074692
0000831001,IS_PARTIAL_OWNER_OF,0000878198
0000831001,IS_PARTIAL_OWNER_OF,0001137887
0000831001,IS_PARTIAL_OWNER_OF,0001195739
0000831001,IS_PARTIAL_OWNER_OF,0001158730
0000831001,IS_PARTIAL_OWNER_OF,0001090117
0000831001,IS_PARTIAL_OWNER_OF,0001083839
0000831001,IS_PARTIAL_OWNER_OF,0001177219
0000831001,IS_PARTIAL_OWNER_OF,0001196366
0000831001,IS_PARTIAL_OWNER_OF,0001074769
0000831001,IS_PARTIAL_OWNER_OF,0000869405
0000831001,IS_PARTIAL_OWNER_OF,0001158728
0000831001,IS_PARTIAL_OWNER_OF,0000870780
0000831001,IS_PARTIAL_OWNER_OF,0001266585
0000831001,IS_PARTIAL_OWNER_OF,0000897424
0000831001,IS_PARTIAL_OWNER_OF,0000890897
0000831001,IS_PARTIAL_OWNER_OF,0000857361
0000831001,IS_PARTIAL_OWNER_OF,0001161069
0000831001,IS_PARTIAL_OWNER_OF,0001177216
0000831001,IS_PARTIAL_OWNER_OF,0000899752
0000831001,IS_PARTIAL_OWNER_OF,0000880843
0000831001,IS_PARTIAL_OWNER_OF,0000878180
0000831001,IS_PARTIAL_OWNER_OF,0001177218
0000831001,IS_PARTIAL_OWNER_OF,0001161070
0000831001,IS_PARTIAL_OWNER_OF,0001090116
0000831001,IS_PARTIAL_OWNER_OF,0001158729
0000831001,IS_PARTIAL_OWNER_OF,0001166572
0000831001,IS_PARTIAL_OWNER_OF,0001196362
0000831001,IS_PARTIAL_OWNER_OF,0001090122
0000831001,IS_PARTIAL_OWNER_OF,0001087783
0000831001,IS_PARTIAL_OWNER_OF,0001090119
0000831001,IS_PARTIAL_OWNER_OF,0001177214
0000831001,IS_PARTIAL_OWNER_OF,0001090118
0000831001,IS_PARTIAL_OWNER_OF,0001177212
0000831001,IS_PARTIAL_OWNER_OF,0000892992
0000831001,IS_PARTIAL_OWNER_OF,0000911308
0000831001,IS_PARTIAL_OWNER_OF,0000886043
0000831001,IS_PARTIAL_OWNER_OF,0001087788
0000831001,IS_PARTIAL_OWNER_OF,0000801961
0000831001,IS_PARTIAL_OWNER_OF,0001131063
0000831001,IS_PARTIAL_OWNER_OF,0001087787
0000831001,IS_PARTIAL_OWNER_OF,0001293613
0000831001,IS_PARTIAL_OWNER_OF,0000839533
0000831001,IS_PARTIAL_OWNER_OF,0000846596
0000831001,IS_PARTIAL_OWNER_OF,0001172168
0000831001,IS_PARTIAL_OWNER_OF,0001265708
0000831001,IS_PARTIAL_OWNER_OF,0001158289
0000831001,IS_PARTIAL_OWNER_OF,0001289213
0000831001,IS_PARTIAL_OWNER_OF,0001137885
0000831001,IS_PARTIAL_OWNER_OF,0001227476
0000831001,IS_PARTIAL_OWNER_OF,0001087785
0000831001,IS_PARTIAL_OWNER_OF,0001176433
0000831001,IS_PARTIAL_OWNER_OF,0001160990
0000831001,IS_PARTIAL_OWNER_OF,0001200446
0000831001,IS_PARTIAL_OWNER_OF,0001216583
0000831001,IS_PARTIAL_OWNER_OF,0000837951
0000831001,IS_PARTIAL_OWNER_OF,0001276533
0000831001,IS_PARTIAL_OWNER_OF,0001255821
0000831001,IS_PARTIAL_OWNER_OF,0001219360
0000831001,IS_PARTIAL_OWNER_OF,0001254634
0000831001,IS_PARTIAL_OWNER_OF,0001268884
0000831001,IS_PARTIAL_OWNER_OF,0000826020
0000831001,IS_PARTIAL_OWNER_OF,0001116937
0000831001,IS_PARTIAL_OWNER_OF,0000921671
0000831001,IS_PARTIAL_OWNER_OF,0000882300
0000831001,IS_PARTIAL_OWNER_OF,0001260729
0000831001,IS_PARTIAL_OWNER_OF,0000794685
0000831001,IS_PARTIAL_OWNER_OF,0000857694
0000831001,IS_PARTIAL_OWNER_OF,0001233087
0000831001,IS_PARTIAL_OWNER_OF,0001074688
0000831001,IS_PARTIAL_OWNER_OF,0000847411
0000831001,IS_PARTIAL_OWNER_OF,0000845606
0000831001,IS_PARTIAL_OWNER_OF,0001275214
0000831001,IS_PARTIAL_OWNER_OF,0000809844
0000831001,IS_PARTIAL_OWNER_OF,0001222719
0000831001,IS_PARTIAL_OWNER_OF,0001396277
0000831001,IS_PARTIAL_OWNER_OF,0001092896
0000831001,IS_PARTIAL_OWNER_OF,0000880893
0000831001,IS_PARTIAL_OWNER_OF,0001169029
0000831001,IS_PARTIAL_OWNER_OF,0000883269
0000831001,IS_PARTIAL_OWNER_OF,0001181187
0000831001,IS_PARTIAL_OWNER_OF,0001181024
0000831001,IS_PARTIAL_OWNER_OF,0001089094
0000831001,IS_PARTIAL_OWNER_OF,0000883265
0000831001,IS_PARTIAL_OWNER_OF,0000890518
0000831001,IS_PARTIAL_OWNER_OF,0001169027
0000831001,IS_PARTIAL_OWNER_OF,0001059386
0000831001,IS_PARTIAL_OWNER_OF,0001167470
0000831001,IS_PARTIAL_OWNER_OF,0001089821
0000831001,IS_PARTIAL_OWNER_OF,0001137440
0000831001,IS_PARTIAL_OWNER_OF,0001169031
0000831001,IS_PARTIAL_OWNER_OF,0001391461
0000831001,IS_PARTIAL_OWNER_OF,0001169034
0000831001,IS_PARTIAL_OWNER_OF,0001137391
0000831001,IS_PARTIAL_OWNER_OF,0001137393
0000831001,IS_PARTIAL_OWNER_OF,0001181027
0000831001,IS_PARTIAL_OWNER_OF,0001167467
0000831001,IS_PARTIAL_OWNER_OF,0001137392
0000831001,IS_PARTIAL_OWNER_OF,0001181026
0000831001,IS_PARTIAL_OWNER_OF,0001162030
0000831001,IS_PARTIAL_OWNER_OF,0001162028
0000831001,IS_PARTIAL_OWNER_OF,0001162027
0000831001,IS_PARTIAL_OWNER_OF,0001169028
0000831001,IS_PARTIAL_OWNER_OF,0001376812
0000831001,IS_PARTIAL_OWNER_OF,0000889609
0000831001,IS_PARTIAL_OWNER_OF,0001369639
0000831001,IS_PARTIAL_OWNER_OF,0001368879
0000831001,IS_PARTIAL_OWNER_OF,0000054883
0000831001,IS_PARTIAL_OWNER_OF,0001328571
0000831001,IS_PARTIAL_OWNER_OF,0000750901
0000831001,IS_PARTIAL_OWNER_OF,0000881791
0000831001,IS_PARTIAL_OWNER_OF,0001141719
0000831001,IS_PARTIAL_OWNER_OF,0001059926
0000831001,IS_PARTIAL_OWNER_OF,0001299393
0000831001,IS_PARTIAL_OWNER_OF,0001068963
0000831001,IS_PARTIAL_OWNER_OF,0001130385
0000831001,IS_PARTIAL_OWNER_OF,0000918999
0000831001,IS_PARTIAL_OWNER_OF,0001283721
0000831001,IS_PARTIAL_OWNER_OF,0000899751
0000831001,IS_PARTIAL_OWNER_OF,0001270131
0000831001,IS_PARTIAL_OWNER_OF,0001045280
0000831001,IS_PARTIAL_OWNER_OF,0001046995
0000831001,IS_PARTIAL_OWNER_OF,0001227862
0000831001,IS_PARTIAL_OWNER_OF,0001111721
0000831001,IS_PARTIAL_OWNER_OF,0001093779
0000831001,IS_PARTIAL_OWNER_OF,0001161963
0000831001,IS_PARTIAL_OWNER_OF,0000061138
0000831001,IS_PARTIAL_OWNER_OF,0000919482
0000831001,IS_PARTIAL_OWNER_OF,0001158846
0000831001,IS_PARTIAL_OWNER_OF,0000887730
0000831001,IS_PARTIAL_OWNER_OF,0001228509
0000831001,IS_PARTIAL_OWNER_OF,0001036960
0000831001,IS_PARTIAL_OWNER_OF,0001096325
0000831001,IS_PARTIAL_OWNER_OF,0000314132
0000831001,IS_PARTIAL_OWNER_OF,0000893955
0000016058,IS_PARTIAL_OWNER_OF,0000313353
0000023217,IS_PARTIAL_OWNER_OF,0001679273
0000023217,IS_PARTIAL_OWNER_OF,0000802481
0000721371,IS_PARTIAL_OWNER_OF,0001457543
0000721371,IS_PARTIAL_OWNER_OF,0001123361
0001406666,IS_PARTIAL_OWNER_OF,0001406666
0000723612,IS_PARTIAL_OWNER_OF,0000049615
0000723612,IS_PARTIAL_OWNER_OF,0001361658
0000723612,IS_PARTIAL_OWNER_OF,0001355001
0000723612,IS_PARTIAL_OWNER_OF,0000077776
0000723612,IS_PARTIAL_OWNER_OF,0001085770
0000018230,IS_PARTIAL_OWNER_OF,0000926763
0000861842,IS_PARTIAL_OWNER_OF,0001001171
0000896159,IS_PARTIAL_OWNER_OF,0001273813
0001138118,IS_PARTIAL_OWNER_OF,0001828723
0001051470,IS_PARTIAL_OWNER_OF,0001010286
0000813672,IS_PARTIAL_OWNER_OF,0001121936
0000860546,IS_PARTIAL_OWNER_OF,0001487101
0001402057,IS_PARTIAL_OWNER_OF,0000899171
0001324404,IS_PARTIAL_OWNER_OF,0000879575
0000039263,IS_PARTIAL_OWNER_OF,0000745344
0001527166,IS_PARTIAL_OWNER_OF,0002025410
0001527166,IS_PARTIAL_OWNER_OF,0001838987
0001527166,IS_PARTIAL_OWNER_OF,0001517767
0001527166,IS_PARTIAL_OWNER_OF,0001049502
0001527166,IS_PARTIAL_OWNER_OF,0001831828
0001527166,IS_PARTIAL_OWNER_OF,0001484565
0001527166,IS_PARTIAL_OWNER_OF,0001788028
0001527166,IS_PARTIAL_OWNER_OF,0001828522
0001527166,IS_PARTIAL_OWNER_OF,0001906324
0001527166,IS_PARTIAL_OWNER_OF,0001828443
0001527166,IS_PARTIAL_OWNER_OF,0001794515
0001527166,IS_PARTIAL_OWNER_OF,0001793294
0001527166,IS_PARTIAL_OWNER_OF,0001404123
0001527166,IS_PARTIAL_OWNER_OF,0001752474
0001527166,IS_PARTIAL_OWNER_OF,0000895126
0001527166,IS_PARTIAL_OWNER_OF,0001332639
0001527166,IS_PARTIAL_OWNER_OF,0000764811
0001527166,IS_PARTIAL_OWNER_OF,0001490892
0001527166,IS_PARTIAL_OWNER_OF,0001517228
0001527166,IS_PARTIAL_OWNER_OF,0001392522
0001527166,IS_PARTIAL_OWNER_OF,0001648428
0001527166,IS_PARTIAL_OWNER_OF,0000791770
0001527166,IS_PARTIAL_OWNER_OF,0001645926
0001527166,IS_PARTIAL_OWNER_OF,0000921503
0001527166,IS_PARTIAL_OWNER_OF,0001616862
0001527166,IS_PARTIAL_OWNER_OF,0001561528
0001527166,IS_PARTIAL_OWNER_OF,0001573097
0001527166,IS_PARTIAL_OWNER_OF,0001378718
0001527166,IS_PARTIAL_OWNER_OF,0001544206
0001527166,IS_PARTIAL_OWNER_OF,0001012620
0001527166,IS_PARTIAL_OWNER_OF,0001166389
0001527166,IS_PARTIAL_OWNER_OF,0000721693
0001527166,IS_PARTIAL_OWNER_OF,0000701347
0001527166,IS_PARTIAL_OWNER_OF,0001483830
0001527166,IS_PARTIAL_OWNER_OF,0001411207
0001527166,IS_PARTIAL_OWNER_OF,0001443646
0001527166,IS_PARTIAL_OWNER_OF,0001492633
0001527166,IS_PARTIAL_OWNER_OF,0001357204
0001527166,IS_PARTIAL_OWNER_OF,0001402436
0001527166,IS_PARTIAL_OWNER_OF,0001143155
0001527166,IS_PARTIAL_OWNER_OF,0001364479
0001527166,IS_PARTIAL_OWNER_OF,0001504008
0001527166,IS_PARTIAL_OWNER_OF,0001471261
0001527166,IS_PARTIAL_OWNER_OF,0000716006
0001527166,IS_PARTIAL_OWNER_OF,0001520048
0000851205,IS_PARTIAL_OWNER_OF,0000851205
0000020212,IS_PARTIAL_OWNER_OF,0000020212
0001486159,IS_PARTIAL_OWNER_OF,0001136352
0001486159,IS_PARTIAL_OWNER_OF,0001652133
0001091667,IS_PARTIAL_OWNER_OF,0001158172
0000936395,IS_PARTIAL_OWNER_OF,0001391636
0000020286,IS_PARTIAL_OWNER_OF,0001235007
0000020286,IS_PARTIAL_OWNER_OF,0000035527
0001166691,IS_PARTIAL_OWNER_OF,0001828972
0001166691,IS_PARTIAL_OWNER_OF,0001484769
0001166691,IS_PARTIAL_OWNER_OF,0001639825
0001166691,IS_PARTIAL_OWNER_OF,0000870826
0001166691,IS_PARTIAL_OWNER_OF,0001442505
0001166691,IS_PARTIAL_OWNER_OF,0001285551
0001166691,IS_PARTIAL_OWNER_OF,0001085776
0001166691,IS_PARTIAL_OWNER_OF,0001053112
0001166691,IS_PARTIAL_OWNER_OF,0001062292
0001166691,IS_PARTIAL_OWNER_OF,0000828750
0001156375,IS_PARTIAL_OWNER_OF,0001292426
0000026172,IS_PARTIAL_OWNER_OF,0001921963
0000811156,IS_PARTIAL_OWNER_OF,0000811156
0001385280,IS_PARTIAL_OWNER_OF,0001377630
0001130310,IS_PARTIAL_OWNER_OF,0001591763
0001130310,IS_PARTIAL_OWNER_OF,0001188303
0001710366,IS_PARTIAL_OWNER_OF,0001637558
0001284812,IS_PARTIAL_OWNER_OF,0001302868
0001070412,IS_PARTIAL_OWNER_OF,0001710366
0001070412,IS_PARTIAL_OWNER_OF,0001610418
0001070412,IS_PARTIAL_OWNER_OF,0001637558
0001070412,IS_PARTIAL_OWNER_OF,0001335793
0001050377,IS_PARTIAL_OWNER_OF,0001050377
0000820318,IS_PARTIAL_OWNER_OF,0000820318
0000711404,IS_PARTIAL_OWNER_OF,0000711404
0001163165,IS_PARTIAL_OWNER_OF,0001865187
0001163165,IS_PARTIAL_OWNER_OF,0001534701
0001024305,IS_PARTIAL_OWNER_OF,0000843494
0000016732,IS_PARTIAL_OWNER_OF,0000057528
0000023194,IS_PARTIAL_OWNER_OF,0000904080
0000023194,IS_PARTIAL_OWNER_OF,0001304069
0001108524,IS_PARTIAL_OWNER_OF,0001566895
0001108524,IS_PARTIAL_OWNER_OF,0001585521
0001108524,IS_PARTIAL_OWNER_OF,0001420850
0000772406,IS_PARTIAL_OWNER_OF,0000772406
0000858877,IS_PARTIAL_OWNER_OF,0001316016
0000858877,IS_PARTIAL_OWNER_OF,0001374684
0000858877,IS_PARTIAL_OWNER_OF,0001361470
0000858877,IS_PARTIAL_OWNER_OF,0001259515
0000858877,IS_PARTIAL_OWNER_OF,0001129260
0000858877,IS_PARTIAL_OWNER_OF,0001391672
0000858877,IS_PARTIAL_OWNER_OF,0001205727
0000858877,IS_PARTIAL_OWNER_OF,0001137399
0000858877,IS_PARTIAL_OWNER_OF,0001158324
0001057352,IS_PARTIAL_OWNER_OF,0001353209
0001596783,IS_PARTIAL_OWNER_OF,0000821995
0001058290,IS_PARTIAL_OWNER_OF,0001058290
0000025232,IS_PARTIAL_OWNER_OF,0001677761
0001376139,IS_PARTIAL_OWNER_OF,0001694426
0001376139,IS_PARTIAL_OWNER_OF,0001425292
0000093410,IS_PARTIAL_OWNER_OF,0001647513
0000093410,IS_PARTIAL_OWNER_OF,0000879215
0000093410,IS_PARTIAL_OWNER_OF,0001379895
0000026324,IS_PARTIAL_OWNER_OF,0000854860
0000025445,IS_PARTIAL_OWNER_OF,0001944013
0000025445,IS_PARTIAL_OWNER_OF,0000706864
0000715957,IS_PARTIAL_OWNER_OF,0001603286
0000027904,IS_PARTIAL_OWNER_OF,0001819516
0000027904,IS_PARTIAL_OWNER_OF,0001856314
0000027904,IS_PARTIAL_OWNER_OF,0000027904
0000027904,IS_PARTIAL_OWNER_OF,0001159154
0000027904,IS_PARTIAL_OWNER_OF,0001173495
0000315189,IS_PARTIAL_OWNER_OF,0001650729
0000315189,IS_PARTIAL_OWNER_OF,0000854398
0001022079,IS_PARTIAL_OWNER_OF,0001428156
0001022079,IS_PARTIAL_OWNER_OF,0000926617
0000313616,IS_PARTIAL_OWNER_OF,0001967680
0000313616,IS_PARTIAL_OWNER_OF,0001850079
0000313616,IS_PARTIAL_OWNER_OF,0001757073
0000313616,IS_PARTIAL_OWNER_OF,0001659166
0000313616,IS_PARTIAL_OWNER_OF,0000054991
0000313616,IS_PARTIAL_OWNER_OF,0001097149
0000313616,IS_PARTIAL_OWNER_OF,0000096879
0001915657,IS_PARTIAL_OWNER_OF,0001283140
0001744489,IS_PARTIAL_OWNER_OF,0001484769
0001089063,IS_PARTIAL_OWNER_OF,0001327098
0001089063,IS_PARTIAL_OWNER_OF,0001137067
0001261333,IS_PARTIAL_OWNER_OF,0001261333
0000868780,IS_PARTIAL_OWNER_OF,0000868780
0000029905,IS_PARTIAL_OWNER_OF,0001723089
0000029905,IS_PARTIAL_OWNER_OF,0001587523
0000029905,IS_PARTIAL_OWNER_OF,0000029905
0001751788,IS_PARTIAL_OWNER_OF,0001592016
0001298946,IS_PARTIAL_OWNER_OF,0001298946
0000940944,IS_PARTIAL_OWNER_OF,0001650132
0000940944,IS_PARTIAL_OWNER_OF,0000940944
0000936340,IS_PARTIAL_OWNER_OF,0001842022
0000936340,IS_PARTIAL_OWNER_OF,0001093691
0001326160,IS_PARTIAL_OWNER_OF,0001373835
0000927066,IS_PARTIAL_OWNER_OF,0001527096
0001090012,IS_PARTIAL_OWNER_OF,0001592000
0001090012,IS_PARTIAL_OWNER_OF,0001179060
0001688568,IS_PARTIAL_OWNER_OF,0001724670
0001065088,IS_PARTIAL_OWNER_OF,0001099590
0001065088,IS_PARTIAL_OWNER_OF,0001633917
0001065088,IS_PARTIAL_OWNER_OF,0001088022
0000031462,IS_PARTIAL_OWNER_OF,0000708484
0000033185,IS_PARTIAL_OWNER_OF,0001095277
0000785161,IS_PARTIAL_OWNER_OF,0001803737
0001156039,IS_PARTIAL_OWNER_OF,0001580185
0000915389,IS_PARTIAL_OWNER_OF,0001113099
0000032604,IS_PARTIAL_OWNER_OF,0001897982
0000032604,IS_PARTIAL_OWNER_OF,0001049502
0001420800,IS_PARTIAL_OWNER_OF,0001877322
0001420800,IS_PARTIAL_OWNER_OF,0001091883
0001125376,IS_PARTIAL_OWNER_OF,0001766400
0001125376,IS_PARTIAL_OWNER_OF,0001590717
0001101302,IS_PARTIAL_OWNER_OF,0001101302
0001101302,IS_PARTIAL_OWNER_OF,0001095099
0001096752,IS_PARTIAL_OWNER_OF,0001632790
0001096752,IS_PARTIAL_OWNER_OF,0000842699
0001045450,IS_PARTIAL_OWNER_OF,0001045450
0001333986,IS_PARTIAL_OWNER_OF,0001109448
0001333986,IS_PARTIAL_OWNER_OF,0000825313
0001333986,IS_PARTIAL_OWNER_OF,0001275214
0000033213,IS_PARTIAL_OWNER_OF,0001747009
0000033213,IS_PARTIAL_OWNER_OF,0001620928
0000033213,IS_PARTIAL_OWNER_OF,0001632933
0000033213,IS_PARTIAL_OWNER_OF,0001540947
0000033213,IS_PARTIAL_OWNER_OF,0000889005
0001099800,IS_PARTIAL_OWNER_OF,0000764579
0001297989,IS_PARTIAL_OWNER_OF,0001297989
0001324424,IS_PARTIAL_OWNER_OF,0001820872
0001324424,IS_PARTIAL_OWNER_OF,0001526520
0001289490,IS_PARTIAL_OWNER_OF,0001585389
0000037996,IS_PARTIAL_OWNER_OF,0001874178
0000037996,IS_PARTIAL_OWNER_OF,0001574135
0000037996,IS_PARTIAL_OWNER_OF,0001075056
0001472787,IS_PARTIAL_OWNER_OF,0001825024
0001472787,IS_PARTIAL_OWNER_OF,0000036047
0001539838,IS_PARTIAL_OWNER_OF,0001841425
0001539838,IS_PARTIAL_OWNER_OF,0001748773
0001539838,IS_PARTIAL_OWNER_OF,0001602065
0001519751,IS_PARTIAL_OWNER_OF,0001941365
0000840489,IS_PARTIAL_OWNER_OF,0001529864
0000831259,IS_PARTIAL_OWNER_OF,0000101594
0000831259,IS_PARTIAL_OWNER_OF,0001565146
0000831259,IS_PARTIAL_OWNER_OF,0000064279
0000708955,IS_PARTIAL_OWNER_OF,0000708955
0001136893,IS_PARTIAL_OWNER_OF,0001429775
0001136893,IS_PARTIAL_OWNER_OF,0001028461
0000035527,IS_PARTIAL_OWNER_OF,0001533932
0000866374,IS_PARTIAL_OWNER_OF,0001852131
0001124198,IS_PARTIAL_OWNER_OF,0001822966
0000037785,IS_PARTIAL_OWNER_OF,0001742924
0000037785,IS_PARTIAL_OWNER_OF,0000037785
0000037808,IS_PARTIAL_OWNER_OF,0000713975
0000037808,IS_PARTIAL_OWNER_OF,0001267969
0001331875,IS_PARTIAL_OWNER_OF,0001934850
0001331875,IS_PARTIAL_OWNER_OF,0001830188
0001331875,IS_PARTIAL_OWNER_OF,0001704720
0001331875,IS_PARTIAL_OWNER_OF,0001415301
0001331875,IS_PARTIAL_OWNER_OF,0001627014
0001331875,IS_PARTIAL_OWNER_OF,0001046859
0001331875,IS_PARTIAL_OWNER_OF,0000103884
0001331875,IS_PARTIAL_OWNER_OF,0000864233
0001331875,IS_PARTIAL_OWNER_OF,0000748592
0001659166,IS_PARTIAL_OWNER_OF,0002041385
0001659166,IS_PARTIAL_OWNER_OF,0001786842
0000039368,IS_PARTIAL_OWNER_OF,0000867347
0000020520,IS_PARTIAL_OWNER_OF,0000889949
0000020520,IS_PARTIAL_OWNER_OF,0001011737
0000040533,IS_PARTIAL_OWNER_OF,0001646383
0000040533,IS_PARTIAL_OWNER_OF,0001032863
0001071255,IS_PARTIAL_OWNER_OF,0001283843
0000040545,IS_PARTIAL_OWNER_OF,0001969180
0000040545,IS_PARTIAL_OWNER_OF,0001996810
0000040545,IS_PARTIAL_OWNER_OF,0001966776
0000040545,IS_PARTIAL_OWNER_OF,0001932393
0000040545,IS_PARTIAL_OWNER_OF,0000943452
0000040545,IS_PARTIAL_OWNER_OF,0001754668
0000040545,IS_PARTIAL_OWNER_OF,0001227636
0000040545,IS_PARTIAL_OWNER_OF,0001574135
0000040545,IS_PARTIAL_OWNER_OF,0001701605
0000040545,IS_PARTIAL_OWNER_OF,0001455684
0000040545,IS_PARTIAL_OWNER_OF,0001077183
0000040545,IS_PARTIAL_OWNER_OF,0001601712
0000040545,IS_PARTIAL_OWNER_OF,0001499832
0000040545,IS_PARTIAL_OWNER_OF,0001167178
0000040545,IS_PARTIAL_OWNER_OF,0001398659
0000040545,IS_PARTIAL_OWNER_OF,0001338613
0000040545,IS_PARTIAL_OWNER_OF,0001175108
0000040545,IS_PARTIAL_OWNER_OF,0001124804
0000040545,IS_PARTIAL_OWNER_OF,0001074767
0000040545,IS_PARTIAL_OWNER_OF,0001001185
0000040545,IS_PARTIAL_OWNER_OF,0000082811
0000040545,IS_PARTIAL_OWNER_OF,0000052466
0000040545,IS_PARTIAL_OWNER_OF,0001018152
0000040545,IS_PARTIAL_OWNER_OF,0001276520
0000040545,IS_PARTIAL_OWNER_OF,0000870826
0000040545,IS_PARTIAL_OWNER_OF,0001271193
0000040545,IS_PARTIAL_OWNER_OF,0000014280
0000040545,IS_PARTIAL_OWNER_OF,0001086774
0000040545,IS_PARTIAL_OWNER_OF,0000718909
0000040545,IS_PARTIAL_OWNER_OF,0000910606
0000040545,IS_PARTIAL_OWNER_OF,0001119307
0000040545,IS_PARTIAL_OWNER_OF,0001103345
0000040545,IS_PARTIAL_OWNER_OF,0001002125
0000040545,IS_PARTIAL_OWNER_OF,0001083753
0000040545,IS_PARTIAL_OWNER_OF,0000844985
0000040545,IS_PARTIAL_OWNER_OF,0000899849
0000849399,IS_PARTIAL_OWNER_OF,0001061646
0000042888,IS_PARTIAL_OWNER_OF,0000928420
0000104889,IS_PARTIAL_OWNER_OF,0001289863
0000104889,IS_PARTIAL_OWNER_OF,0001632127
0000882095,IS_PARTIAL_OWNER_OF,0001724521
0000882095,IS_PARTIAL_OWNER_OF,0001509745
0000882095,IS_PARTIAL_OWNER_OF,0001840233
0000882095,IS_PARTIAL_OWNER_OF,0001994702
0000882095,IS_PARTIAL_OWNER_OF,0001786205
0000882095,IS_PARTIAL_OWNER_OF,0001426800
0000882095,IS_PARTIAL_OWNER_OF,0001754068
0000882095,IS_PARTIAL_OWNER_OF,0001760542
0000882095,IS_PARTIAL_OWNER_OF,0001640455
0000882095,IS_PARTIAL_OWNER_OF,0001070336
0000024741,IS_PARTIAL_OWNER_OF,0001056794
0001467858,IS_PARTIAL_OWNER_OF,0001819142
0001467858,IS_PARTIAL_OWNER_OF,0001864448
0001467858,IS_PARTIAL_OWNER_OF,0000804269
0001326380,IS_PARTIAL_OWNER_OF,0001096199
0000355811,IS_PARTIAL_OWNER_OF,0000807707
0001652044,IS_PARTIAL_OWNER_OF,0001544522
0001652044,IS_PARTIAL_OWNER_OF,0001894562
