News,MENTIONS,Event
8633,MENTIONS,2009_0
8659,MENTIONS,2022_39
8675,MENTIONS,2023_23
8705,MENTIONS,2022_39
8762,MENTIONS,2022_5
8799,MENTIONS,2008_3
8799,MENTIONS,2015_6
8799,MENTIONS,2021_37
8811,MENTIONS,2001_8
8841,MENTIONS,2014_0
8841,MENTIONS,2022_5
8848,MENTIONS,2020_29
8856,MENTIONS,2002_3
8873,MENTIONS,2021_5
8895,MENTIONS,2008_3
8895,MENTIONS,2016_11
8946,MENTIONS,2002_12
8956,MENTIONS,2007_2
8977,MENTIONS,2012_5
8977,MENTIONS,2020_29
8998,MENTIONS,2006_5
9046,MENTIONS,2022_39
9089,MENTIONS,2022_39
9092,MENTIONS,2006_4
9092,MENTIONS,2022_39
9099,MENTIONS,2002_3
9137,MENTIONS,2002_3
9139,MENTIONS,2014_0
9155,MENTIONS,2016_7
9174,MENTIONS,2008_3
9174,MENTIONS,2017_0
9174,MENTIONS,2020_29
9174,MENTIONS,2021_5
9231,MENTIONS,2014_0
9240,MENTIONS,2022_5
9281,MENTIONS,2002_3
9311,MENTIONS,2017_0
9355,MENTIONS,2008_3
9355,MENTIONS,2016_11
9376,MENTIONS,2016_11
9376,MENTIONS,2017_0
9377,MENTIONS,2008_3
9377,MENTIONS,2020_29
9394,MENTIONS,2003_2
9394,MENTIONS,2020_1
9409,MENTIONS,2021_5
9442,MENTIONS,2012_5
9465,MENTIONS,2012_5
9474,MENTIONS,2012_5
9474,MENTIONS,2021_5
9480,MENTIONS,2006_4
9495,MENTIONS,2008_3
9495,MENTIONS,2020_29
9496,MENTIONS,2009_0
9498,MENTIONS,2008_3
9498,MENTIONS,2017_0
9498,MENTIONS,2020_29
9511,MENTIONS,2016_7
9520,MENTIONS,2009_0
9521,MENTIONS,2006_4
9526,MENTIONS,2020_34
9526,MENTIONS,2022_39
9532,MENTIONS,2022_5
9539,MENTIONS,2022_39
9544,MENTIONS,2022_39
9545,MENTIONS,2022_39
9546,MENTIONS,2022_39
9548,MENTIONS,2022_39
9550,MENTIONS,2004_0
9555,MENTIONS,2022_39
9561,MENTIONS,2022_39
9586,MENTIONS,2006_4
9586,MENTIONS,2017_6
9587,MENTIONS,2009_0
9587,MENTIONS,2021_39
9590,MENTIONS,2002_3
9619,MENTIONS,2016_11
9619,MENTIONS,2017_0
9631,MENTIONS,2016_7
9636,MENTIONS,2022_5
9679,MENTIONS,2021_33
9683,MENTIONS,2014_0
9683,MENTIONS,2022_5
9685,MENTIONS,2006_4
9687,MENTIONS,2015_5
9703,MENTIONS,2001_8
9711,MENTIONS,2002_12
9724,MENTIONS,2016_11
9732,MENTIONS,2017_6
9736,MENTIONS,2022_39
9746,MENTIONS,2006_4
9752,MENTIONS,2005_6
9752,MENTIONS,2016_7
9769,MENTIONS,2016_11
9777,MENTIONS,2002_8
9831,MENTIONS,2018_4
9878,MENTIONS,2016_7
9884,MENTIONS,2012_4
9941,MENTIONS,2022_5
9944,MENTIONS,2014_0
9944,MENTIONS,2022_5
9955,MENTIONS,2020_37
10008,MENTIONS,2022_39
10011,MENTIONS,2022_39
10012,MENTIONS,2022_39
10016,MENTIONS,2022_39
10019,MENTIONS,2022_39
10022,MENTIONS,2022_39
10023,MENTIONS,2022_39
10024,MENTIONS,2022_39
10026,MENTIONS,2022_39
10027,MENTIONS,2022_39
10030,MENTIONS,2022_39
10031,MENTIONS,2022_39
10032,MENTIONS,2022_39
10036,MENTIONS,2022_39
10040,MENTIONS,2022_39
10044,MENTIONS,2022_39
10051,MENTIONS,2022_39
10052,MENTIONS,2022_39
10059,MENTIONS,2022_39
10060,MENTIONS,2022_39
10060,MENTIONS,2023_15
10061,MENTIONS,2022_39
10072,MENTIONS,2022_39
10072,MENTIONS,2023_23
10073,MENTIONS,2022_39
10079,MENTIONS,2022_39
10083,MENTIONS,2022_39
10085,MENTIONS,2022_39
10086,MENTIONS,2022_39
10091,MENTIONS,2022_39
10093,MENTIONS,2022_39
10094,MENTIONS,2022_39
10095,MENTIONS,2022_39
10097,MENTIONS,2022_39
10098,MENTIONS,2022_39
10104,MENTIONS,2017_7
10126,MENTIONS,2022_5
10134,MENTIONS,2022_39
10135,MENTIONS,2022_39
10160,MENTIONS,2009_0
10239,MENTIONS,2022_39
10245,MENTIONS,2022_5
10256,MENTIONS,2006_10
10269,MENTIONS,2022_39
10274,MENTIONS,2022_39
10316,MENTIONS,2022_39
10319,MENTIONS,2008_3
10319,MENTIONS,2021_5
10326,MENTIONS,2013_3
10327,MENTIONS,2022_39
10328,MENTIONS,2002_3
10335,MENTIONS,2001_6
10336,MENTIONS,2014_0
10336,MENTIONS,2022_5
10346,MENTIONS,2022_5
10348,MENTIONS,2013_13
10348,MENTIONS,2022_5
10349,MENTIONS,2014_0
10349,MENTIONS,2022_5
10357,MENTIONS,2014_0
10357,MENTIONS,2022_5
10358,MENTIONS,2014_0
10358,MENTIONS,2021_37
10358,MENTIONS,2022_5
10364,MENTIONS,2020_29
10365,MENTIONS,2010_4
10365,MENTIONS,2021_5
10366,MENTIONS,2020_29
10368,MENTIONS,2017_0
10368,MENTIONS,2020_29
10368,MENTIONS,2021_5
10369,MENTIONS,2020_29
10375,MENTIONS,2014_0
10376,MENTIONS,2023_28
10378,MENTIONS,2022_5
10384,MENTIONS,2016_7
10388,MENTIONS,2022_5
10391,MENTIONS,2015_7
10391,MENTIONS,2021_35
10391,MENTIONS,2023_28
10392,MENTIONS,2021_5
10404,MENTIONS,2022_39
10414,MENTIONS,2020_8
10416,MENTIONS,2014_0
10416,MENTIONS,2022_5
10423,MENTIONS,2014_0
10423,MENTIONS,2022_5
10424,MENTIONS,2014_0
10424,MENTIONS,2022_5
10433,MENTIONS,2022_5
10436,MENTIONS,2014_0
10436,MENTIONS,2022_5
10439,MENTIONS,2008_3
10444,MENTIONS,2022_5
10445,MENTIONS,2020_29
10446,MENTIONS,2020_29
10448,MENTIONS,2002_3
10448,MENTIONS,2022_21
10454,MENTIONS,2002_3
10454,MENTIONS,2006_4
10454,MENTIONS,2022_9
10460,MENTIONS,2020_34
10460,MENTIONS,2022_39
10462,MENTIONS,2017_0
10470,MENTIONS,2014_0
10470,MENTIONS,2022_5
10471,MENTIONS,2014_0
10471,MENTIONS,2022_5
10472,MENTIONS,2022_5
10475,MENTIONS,2022_5
10477,MENTIONS,2008_3
10477,MENTIONS,2020_29
10478,MENTIONS,2014_0
10478,MENTIONS,2022_5
10480,MENTIONS,2023_28
10484,MENTIONS,2020_8
10487,MENTIONS,2002_3
10491,MENTIONS,2009_0
10499,MENTIONS,2022_39
10501,MENTIONS,2016_11
10501,MENTIONS,2020_29
10502,MENTIONS,2022_21
10503,MENTIONS,2020_29
10507,MENTIONS,2021_37
10507,MENTIONS,2022_5
10508,MENTIONS,2023_7
10509,MENTIONS,2020_29
10528,MENTIONS,2020_8
10533,MENTIONS,2020_29
10534,MENTIONS,2002_3
10535,MENTIONS,2002_3
10535,MENTIONS,2022_9
10536,MENTIONS,2022_9
10538,MENTIONS,2002_3
10539,MENTIONS,2002_3
10542,MENTIONS,2008_3
10542,MENTIONS,2020_29
10547,MENTIONS,2014_0
10547,MENTIONS,2022_1
10547,MENTIONS,2022_5
10551,MENTIONS,2022_5
10552,MENTIONS,2014_0
10552,MENTIONS,2022_5
10557,MENTIONS,2022_21
10566,MENTIONS,2022_25
10568,MENTIONS,2022_39
10577,MENTIONS,2014_0
10577,MENTIONS,2022_5
10578,MENTIONS,2014_0
10578,MENTIONS,2022_5
10580,MENTIONS,2014_0
10580,MENTIONS,2022_5
10581,MENTIONS,2022_5
10582,MENTIONS,2022_5
10583,MENTIONS,2022_39
10587,MENTIONS,2021_14
10601,MENTIONS,2015_1
10601,MENTIONS,2021_24
10602,MENTIONS,2016_11
10602,MENTIONS,2020_29
10603,MENTIONS,2008_3
10603,MENTIONS,2016_11
10603,MENTIONS,2020_29
10606,MENTIONS,2002_3
10607,MENTIONS,2002_3
10613,MENTIONS,2014_0
10613,MENTIONS,2015_6
10613,MENTIONS,2022_5
10616,MENTIONS,2022_5
10617,MENTIONS,2016_11
10617,MENTIONS,2017_0
10619,MENTIONS,2014_0
10619,MENTIONS,2022_5
10622,MENTIONS,2008_3
10622,MENTIONS,2016_11
10622,MENTIONS,2020_29
10623,MENTIONS,2002_12
10633,MENTIONS,2021_35
10637,MENTIONS,2014_0
10637,MENTIONS,2022_5
10638,MENTIONS,2022_5
10641,MENTIONS,2017_0
10641,MENTIONS,2020_29
10641,MENTIONS,2021_5
10646,MENTIONS,2008_3
10646,MENTIONS,2016_11
10646,MENTIONS,2020_29
10647,MENTIONS,2008_3
10647,MENTIONS,2016_11
10647,MENTIONS,2020_29
10649,MENTIONS,2008_3
10649,MENTIONS,2016_11
10649,MENTIONS,2020_29
10651,MENTIONS,2012_0
10651,MENTIONS,2014_0
10651,MENTIONS,2022_5
10653,MENTIONS,2009_0
10663,MENTIONS,2018_4
10664,MENTIONS,2014_0
10664,MENTIONS,2022_5
10722,MENTIONS,2022_39
10748,MENTIONS,2008_3
10748,MENTIONS,2016_2
10781,MENTIONS,2012_4
10789,MENTIONS,2017_7
10808,MENTIONS,2016_2
10815,MENTIONS,2017_7
10849,MENTIONS,2022_39
10856,MENTIONS,2022_29
10991,MENTIONS,2022_11
11033,MENTIONS,2012_4
11039,MENTIONS,2022_43
11149,MENTIONS,2022_39
11218,MENTIONS,2022_5
11221,MENTIONS,2023_15
11311,MENTIONS,2022_39
11389,MENTIONS,2020_1
11400,MENTIONS,2022_39
11442,MENTIONS,2005_12
11465,MENTIONS,2013_13
11465,MENTIONS,2022_5
11474,MENTIONS,2010_7
11476,MENTIONS,2017_0
11478,MENTIONS,2016_11
11485,MENTIONS,2001_6
11485,MENTIONS,2011_3
11494,MENTIONS,2008_3
11494,MENTIONS,2016_11
11494,MENTIONS,2017_0
11504,MENTIONS,2016_7
11529,MENTIONS,2016_11
11539,MENTIONS,2009_4
11551,MENTIONS,2007_2
11553,MENTIONS,2016_7
11585,MENTIONS,2002_12
11589,MENTIONS,2004_0
11606,MENTIONS,2002_3
11607,MENTIONS,2022_1
11655,MENTIONS,2020_29
11723,MENTIONS,2012_4
11735,MENTIONS,2004_0
11739,MENTIONS,2004_0
11743,MENTIONS,2012_4
11745,MENTIONS,2005_12
11745,MENTIONS,2012_4
11746,MENTIONS,2001_8
11746,MENTIONS,2007_2
11746,MENTIONS,2012_2
11749,MENTIONS,2012_6
11792,MENTIONS,2022_5
11847,MENTIONS,2001_6
11867,MENTIONS,2014_0
11867,MENTIONS,2022_5
11875,MENTIONS,2018_4
11888,MENTIONS,2022_5
11928,MENTIONS,2022_5
11937,MENTIONS,2016_7
11937,MENTIONS,2020_4
11945,MENTIONS,2002_3
11974,MENTIONS,2016_11
11986,MENTIONS,2017_8
11990,MENTIONS,2023_23
11992,MENTIONS,2022_29
12008,MENTIONS,2014_0
12008,MENTIONS,2022_5
12013,MENTIONS,2016_7
12014,MENTIONS,2016_2
12019,MENTIONS,2014_0
12019,MENTIONS,2022_5
12022,MENTIONS,2022_5
12024,MENTIONS,2014_0
12024,MENTIONS,2022_5
12031,MENTIONS,2005_12
12034,MENTIONS,2004_1
12036,MENTIONS,2015_7
12040,MENTIONS,2014_0
12040,MENTIONS,2022_5
12054,MENTIONS,2022_29
12055,MENTIONS,2022_29
12056,MENTIONS,2015_7
12062,MENTIONS,2022_29
12063,MENTIONS,2022_29
12067,MENTIONS,2015_7
12078,MENTIONS,2002_12
12079,MENTIONS,2014_0
12079,MENTIONS,2022_5
12080,MENTIONS,2014_0
12080,MENTIONS,2022_5
12081,MENTIONS,2016_11
12081,MENTIONS,2017_0
12133,MENTIONS,2016_6
12135,MENTIONS,2014_0
12213,MENTIONS,2005_3
12213,MENTIONS,2015_7
12244,MENTIONS,2013_13
12244,MENTIONS,2022_5
12246,MENTIONS,2022_5
12307,MENTIONS,2022_39
12308,MENTIONS,2022_39
12322,MENTIONS,2022_39
12394,MENTIONS,2016_11
12404,MENTIONS,2002_12
12409,MENTIONS,2002_3
12435,MENTIONS,2022_29
12438,MENTIONS,2017_8
12441,MENTIONS,2017_8
12523,MENTIONS,2008_3
12528,MENTIONS,2005_12
12535,MENTIONS,2012_4
12585,MENTIONS,2022_39
12603,MENTIONS,2006_10
12605,MENTIONS,2006_10
12614,MENTIONS,2022_39
12622,MENTIONS,2022_39
12629,MENTIONS,2022_39
12631,MENTIONS,2022_39
12632,MENTIONS,2016_7
12639,MENTIONS,2020_34
12639,MENTIONS,2022_39
12642,MENTIONS,2022_39
12651,MENTIONS,2022_39
12652,MENTIONS,2022_39
12664,MENTIONS,2002_3
12669,MENTIONS,2015_7
12674,MENTIONS,2002_3
12674,MENTIONS,2009_0
12675,MENTIONS,2009_0
12677,MENTIONS,2022_5
12687,MENTIONS,2016_7
12694,MENTIONS,2016_7
12695,MENTIONS,2016_7
12713,MENTIONS,2016_7
12726,MENTIONS,2017_7
12729,MENTIONS,2017_7
12802,MENTIONS,2022_39
12813,MENTIONS,2021_33
12832,MENTIONS,2020_19
12840,MENTIONS,2002_3
12840,MENTIONS,2021_33
12842,MENTIONS,2022_39
12870,MENTIONS,2015_7
12873,MENTIONS,2020_8
12875,MENTIONS,2021_33
12876,MENTIONS,2021_19
12877,MENTIONS,2002_3
12877,MENTIONS,2021_33
12879,MENTIONS,2020_8
12895,MENTIONS,2002_3
12911,MENTIONS,2022_39
12912,MENTIONS,2022_39
12914,MENTIONS,2022_39
12927,MENTIONS,2006_4
12941,MENTIONS,2021_33
13072,MENTIONS,2001_6
13096,MENTIONS,2020_37
13097,MENTIONS,2023_23
13103,MENTIONS,2016_7
13201,MENTIONS,2014_0
13201,MENTIONS,2022_5
13203,MENTIONS,2020_8
13204,MENTIONS,2021_1
13207,MENTIONS,2017_7
13311,MENTIONS,2021_5
13326,MENTIONS,2002_0
13436,MENTIONS,2001_8
13453,MENTIONS,2010_4
13459,MENTIONS,2002_3
13459,MENTIONS,2006_4
13460,MENTIONS,2002_3
13464,MENTIONS,2002_12
13541,MENTIONS,2009_0
13546,MENTIONS,2012_5
13546,MENTIONS,2016_11
13555,MENTIONS,2002_3
13563,MENTIONS,2014_0
13563,MENTIONS,2015_6
13563,MENTIONS,2022_5
13577,MENTIONS,2011_0
13586,MENTIONS,2010_4
13587,MENTIONS,2010_4
13611,MENTIONS,2022_39
13612,MENTIONS,2022_39
13624,MENTIONS,2016_11
13626,MENTIONS,2022_39
13632,MENTIONS,2009_0
13638,MENTIONS,2016_11
13738,MENTIONS,2016_7
13757,MENTIONS,2002_3
13775,MENTIONS,2012_4
13801,MENTIONS,2002_12
13827,MENTIONS,2014_0
13827,MENTIONS,2022_5
13838,MENTIONS,2022_39
13842,MENTIONS,2002_12
13916,MENTIONS,2013_6
14004,MENTIONS,2020_8
14015,MENTIONS,2022_38
14027,MENTIONS,2022_38
14032,MENTIONS,2001_8
14049,MENTIONS,2007_2
14050,MENTIONS,2007_2
14051,MENTIONS,2016_7
14053,MENTIONS,2001_8
14053,MENTIONS,2007_2
14061,MENTIONS,2007_2
14065,MENTIONS,2016_7
14067,MENTIONS,2007_2
14082,MENTIONS,2007_2
14089,MENTIONS,2016_10
14103,MENTIONS,2007_2
14104,MENTIONS,2009_0
14105,MENTIONS,2022_39
14119,MENTIONS,2007_2
14125,MENTIONS,2002_12
14142,MENTIONS,2020_8
14145,MENTIONS,2021_32
14151,MENTIONS,2007_2
14151,MENTIONS,2022_21
14152,MENTIONS,2002_12
14171,MENTIONS,2001_8
14171,MENTIONS,2007_2
14178,MENTIONS,2021_21
14181,MENTIONS,2022_39
14195,MENTIONS,2022_39
14203,MENTIONS,2021_32
14205,MENTIONS,2007_2
14221,MENTIONS,2007_2
14235,MENTIONS,2001_8
14235,MENTIONS,2007_2
14236,MENTIONS,2015_3
14240,MENTIONS,2022_38
14253,MENTIONS,2017_0
14256,MENTIONS,2014_0
14256,MENTIONS,2022_5
14257,MENTIONS,2014_0
14257,MENTIONS,2022_5
14267,MENTIONS,2002_12
14432,MENTIONS,2012_4
14434,MENTIONS,2016_11
14476,MENTIONS,2009_0
14476,MENTIONS,2021_39
14481,MENTIONS,2017_0
14493,MENTIONS,2016_11
14493,MENTIONS,2017_0
14527,MENTIONS,2017_0
14562,MENTIONS,2022_11
14565,MENTIONS,2022_5
14579,MENTIONS,2017_0
14588,MENTIONS,2016_11
14597,MENTIONS,2009_0
14610,MENTIONS,2016_10
14616,MENTIONS,2020_29
14617,MENTIONS,2020_29
14619,MENTIONS,2020_29
14641,MENTIONS,2016_7
14644,MENTIONS,2008_3
14644,MENTIONS,2016_11
14644,MENTIONS,2020_29
14682,MENTIONS,2001_12
14696,MENTIONS,2002_3
14697,MENTIONS,2022_36
14747,MENTIONS,2014_0
14747,MENTIONS,2022_5
14765,MENTIONS,2022_4
14770,MENTIONS,2020_29
14818,MENTIONS,2022_39
14821,MENTIONS,2016_1
14822,MENTIONS,2022_39
14833,MENTIONS,2021_5
14834,MENTIONS,2021_33
14843,MENTIONS,2022_39
14858,MENTIONS,2021_24
14858,MENTIONS,2023_23
14859,MENTIONS,2023_23
14865,MENTIONS,2002_3
14865,MENTIONS,2006_4
14865,MENTIONS,2022_9
14871,MENTIONS,2012_0
14871,MENTIONS,2014_0
14871,MENTIONS,2022_5
14873,MENTIONS,2008_3
14873,MENTIONS,2020_29
14875,MENTIONS,2002_3
14939,MENTIONS,2023_15
14946,MENTIONS,2016_7
14947,MENTIONS,2016_7
14966,MENTIONS,2016_11
14968,MENTIONS,2016_7
14970,MENTIONS,2017_0
14981,MENTIONS,2009_0
14993,MENTIONS,2005_12
15071,MENTIONS,2022_39
15084,MENTIONS,2016_7
15091,MENTIONS,2023_15
15135,MENTIONS,2020_8
15177,MENTIONS,2014_0
15177,MENTIONS,2022_5
15178,MENTIONS,2022_39
15182,MENTIONS,2002_12
15183,MENTIONS,2022_5
15185,MENTIONS,2022_5
15190,MENTIONS,2015_7
15195,MENTIONS,2014_0
15195,MENTIONS,2022_5
15196,MENTIONS,2022_5
15197,MENTIONS,2022_5
15212,MENTIONS,2014_0
15212,MENTIONS,2022_5
15224,MENTIONS,2022_39
15229,MENTIONS,2022_5
15234,MENTIONS,2022_5
15239,MENTIONS,2014_0
15239,MENTIONS,2022_5
15243,MENTIONS,2014_0
15243,MENTIONS,2022_5
15244,MENTIONS,2022_5
15246,MENTIONS,2022_35
15252,MENTIONS,2014_0
15252,MENTIONS,2022_5
15253,MENTIONS,2014_0
15253,MENTIONS,2022_5
15255,MENTIONS,2021_32
15259,MENTIONS,2009_0
15322,MENTIONS,2005_12
15328,MENTIONS,2002_3
15331,MENTIONS,2006_4
15357,MENTIONS,2014_0
15357,MENTIONS,2022_5
15359,MENTIONS,2021_35
15412,MENTIONS,2022_5
15430,MENTIONS,2022_5
15468,MENTIONS,2009_4
15545,MENTIONS,2011_2
15578,MENTIONS,2002_12
15580,MENTIONS,2018_1
15629,MENTIONS,2022_11
15649,MENTIONS,2022_11
15662,MENTIONS,2022_5
15730,MENTIONS,2016_7
15751,MENTIONS,2010_4
15755,MENTIONS,2022_5
15757,MENTIONS,2010_4
15758,MENTIONS,2010_4
15759,MENTIONS,2010_4
15770,MENTIONS,2010_4
15779,MENTIONS,2022_5
15782,MENTIONS,2010_4
15787,MENTIONS,2023_23
15792,MENTIONS,2014_0
15792,MENTIONS,2022_5
15798,MENTIONS,2016_7
15805,MENTIONS,2010_4
15812,MENTIONS,2010_4
15814,MENTIONS,2022_5
15815,MENTIONS,2010_4
15820,MENTIONS,2010_4
15830,MENTIONS,2022_29
15842,MENTIONS,2021_39
15844,MENTIONS,2014_0
15844,MENTIONS,2022_5
15852,MENTIONS,2020_25
15874,MENTIONS,2020_29
15888,MENTIONS,2021_5
15890,MENTIONS,2002_3
15899,MENTIONS,2020_8
15903,MENTIONS,2004_0
15904,MENTIONS,2020_16
15920,MENTIONS,2020_29
15923,MENTIONS,2006_4
15923,MENTIONS,2016_11
15925,MENTIONS,2006_4
15932,MENTIONS,2020_29
15944,MENTIONS,2020_32
15978,MENTIONS,2004_0
15978,MENTIONS,2020_29
15995,MENTIONS,2020_16
15997,MENTIONS,2006_4
16007,MENTIONS,2008_3
16007,MENTIONS,2020_29
16008,MENTIONS,2016_11
16008,MENTIONS,2020_29
16009,MENTIONS,2017_0
16010,MENTIONS,2020_29
16011,MENTIONS,2012_5
16021,MENTIONS,2008_3
16021,MENTIONS,2012_5
16021,MENTIONS,2020_29
16057,MENTIONS,2022_39
16058,MENTIONS,2021_42
16079,MENTIONS,2022_39
16086,MENTIONS,2022_39
16089,MENTIONS,2023_17
16113,MENTIONS,2014_0
16113,MENTIONS,2022_5
16114,MENTIONS,2022_5
16137,MENTIONS,2014_0
16137,MENTIONS,2022_5
16165,MENTIONS,2016_7
16175,MENTIONS,2016_11
16176,MENTIONS,2016_7
16208,MENTIONS,2016_7
16212,MENTIONS,2017_0
16224,MENTIONS,2008_3
16224,MENTIONS,2016_11
16232,MENTIONS,2008_3
16232,MENTIONS,2016_11
16242,MENTIONS,2016_11
16257,MENTIONS,2017_0
16259,MENTIONS,2008_3
16259,MENTIONS,2016_11
16259,MENTIONS,2017_0
16261,MENTIONS,2008_3
16261,MENTIONS,2016_11
16262,MENTIONS,2016_7
16265,MENTIONS,2016_7
16268,MENTIONS,2005_6
16268,MENTIONS,2016_7
16269,MENTIONS,2023_23
16282,MENTIONS,2020_8
16288,MENTIONS,2016_7
16293,MENTIONS,2014_0
16293,MENTIONS,2021_37
16293,MENTIONS,2022_5
16313,MENTIONS,2021_39
16322,MENTIONS,2022_5
16323,MENTIONS,2021_1
16332,MENTIONS,2001_10
16349,MENTIONS,2022_9
16365,MENTIONS,2020_11
16404,MENTIONS,2016_7
16429,MENTIONS,2002_12
16434,MENTIONS,2023_15
16440,MENTIONS,2006_4
16445,MENTIONS,2002_3
16457,MENTIONS,2018_4
16502,MENTIONS,2002_12
16551,MENTIONS,2022_39
16562,MENTIONS,2005_12
16577,MENTIONS,2004_0
16579,MENTIONS,2020_11
16584,MENTIONS,2014_0
16584,MENTIONS,2022_5
16604,MENTIONS,2016_7
16617,MENTIONS,2016_7
16621,MENTIONS,2022_5
16658,MENTIONS,2018_4
16668,MENTIONS,2016_7
16670,MENTIONS,2009_0
16672,MENTIONS,2022_38
16676,MENTIONS,2020_29
16680,MENTIONS,2023_28
16682,MENTIONS,2020_7
16683,MENTIONS,2021_25
16685,MENTIONS,2020_7
16686,MENTIONS,2020_7
16724,MENTIONS,2001_2
16724,MENTIONS,2008_3
16724,MENTIONS,2017_0
16724,MENTIONS,2020_29
16732,MENTIONS,2006_4
16732,MENTIONS,2013_8
16734,MENTIONS,2002_4
16735,MENTIONS,2010_7
16739,MENTIONS,2008_3
16741,MENTIONS,2013_8
16742,MENTIONS,2013_8
16783,MENTIONS,2018_4
16784,MENTIONS,2014_0
16784,MENTIONS,2022_5
16796,MENTIONS,2014_0
16796,MENTIONS,2022_5
16801,MENTIONS,2022_39
16802,MENTIONS,2022_39
16803,MENTIONS,2022_39
16859,MENTIONS,2009_0
16882,MENTIONS,2006_8
16975,MENTIONS,2001_6
16975,MENTIONS,2022_5
16976,MENTIONS,2022_5
16977,MENTIONS,2014_0
16986,MENTIONS,2016_11
16986,MENTIONS,2017_0
16997,MENTIONS,2009_0
17038,MENTIONS,2017_0
17059,MENTIONS,2022_5
17084,MENTIONS,2022_5
17090,MENTIONS,2001_12
17115,MENTIONS,2017_8
17121,MENTIONS,2020_29
17131,MENTIONS,2020_34
17131,MENTIONS,2022_39
17133,MENTIONS,2022_39
17134,MENTIONS,2022_39
17138,MENTIONS,2022_39
17146,MENTIONS,2022_39
17148,MENTIONS,2022_39
17151,MENTIONS,2022_39
17154,MENTIONS,2022_39
17156,MENTIONS,2022_39
17157,MENTIONS,2022_39
17161,MENTIONS,2022_39
17163,MENTIONS,2022_39
17164,MENTIONS,2016_11
17168,MENTIONS,2016_11
17171,MENTIONS,2009_4
17188,MENTIONS,2022_39
17189,MENTIONS,2016_7
17212,MENTIONS,2007_2
17216,MENTIONS,2001_8
17230,MENTIONS,2009_0
17270,MENTIONS,2016_11
17319,MENTIONS,2022_39
17363,MENTIONS,2002_12
17378,MENTIONS,2022_39
17404,MENTIONS,2022_39
17434,MENTIONS,2006_8
17467,MENTIONS,2016_11
17467,MENTIONS,2017_0
17473,MENTIONS,2009_0
17505,MENTIONS,2004_0
17508,MENTIONS,2021_33
17518,MENTIONS,2020_29
17520,MENTIONS,2021_5
17529,MENTIONS,2022_10
17536,MENTIONS,2005_8
17536,MENTIONS,2021_5
17537,MENTIONS,2022_5
17540,MENTIONS,2008_3
17540,MENTIONS,2020_29
17545,MENTIONS,2009_1
17545,MENTIONS,2021_27
17547,MENTIONS,2021_5
17551,MENTIONS,2021_5
17553,MENTIONS,2002_3
17553,MENTIONS,2006_4
17553,MENTIONS,2008_3
17553,MENTIONS,2022_9
17556,MENTIONS,2016_6
17563,MENTIONS,2020_29
17568,MENTIONS,2002_12
17574,MENTIONS,2005_12
17574,MENTIONS,2012_4
17575,MENTIONS,2020_29
17580,MENTIONS,2022_19
17582,MENTIONS,2020_29
17590,MENTIONS,2020_29
17591,MENTIONS,2021_5
17593,MENTIONS,2016_10
17598,MENTIONS,2020_29
17600,MENTIONS,2008_3
17600,MENTIONS,2020_29
17619,MENTIONS,2016_7
17620,MENTIONS,2009_0
17635,MENTIONS,2016_7
17661,MENTIONS,2022_5
17669,MENTIONS,2022_5
17670,MENTIONS,2014_0
17670,MENTIONS,2022_5
17671,MENTIONS,2022_5
17672,MENTIONS,2015_7
17675,MENTIONS,2022_5
17676,MENTIONS,2022_5
17696,MENTIONS,2014_0
17696,MENTIONS,2022_5
17699,MENTIONS,2022_39
17700,MENTIONS,2006_5
17701,MENTIONS,2004_0
17702,MENTIONS,2023_23
17703,MENTIONS,2001_6
17703,MENTIONS,2005_1
17725,MENTIONS,2022_16
17730,MENTIONS,2015_7
17732,MENTIONS,2015_7
17732,MENTIONS,2021_35
17734,MENTIONS,2023_15
17736,MENTIONS,2002_3
17736,MENTIONS,2006_4
17736,MENTIONS,2022_9
17740,MENTIONS,2016_11
17740,MENTIONS,2017_0
17741,MENTIONS,2022_35
17742,MENTIONS,2022_16
17743,MENTIONS,2016_7
17746,MENTIONS,2018_1
17751,MENTIONS,2002_3
17756,MENTIONS,2022_39
17773,MENTIONS,2022_39
17781,MENTIONS,2017_0
17789,MENTIONS,2022_39
17803,MENTIONS,2022_39
17806,MENTIONS,2017_0
17806,MENTIONS,2020_29
17806,MENTIONS,2021_1
17807,MENTIONS,2021_42
17884,MENTIONS,2016_11
17942,MENTIONS,2016_11
17944,MENTIONS,2017_0
17981,MENTIONS,2001_2
17981,MENTIONS,2008_3
17981,MENTIONS,2016_11
18048,MENTIONS,2022_11
18054,MENTIONS,2013_8
18076,MENTIONS,2009_0
18082,MENTIONS,2009_0
18085,MENTIONS,2009_0
18086,MENTIONS,2009_0
18087,MENTIONS,2009_0
18088,MENTIONS,2009_0
18089,MENTIONS,2009_0
18090,MENTIONS,2009_0
18094,MENTIONS,2009_0
18099,MENTIONS,2009_0
18100,MENTIONS,2009_0
18101,MENTIONS,2009_0
18101,MENTIONS,2021_39
18104,MENTIONS,2009_0
18106,MENTIONS,2009_0
18107,MENTIONS,2009_0
18108,MENTIONS,2009_0
18110,MENTIONS,2009_0
18113,MENTIONS,2009_0
18114,MENTIONS,2009_0
18116,MENTIONS,2009_0
18117,MENTIONS,2021_39
18120,MENTIONS,2009_0
18121,MENTIONS,2009_0
18122,MENTIONS,2009_0
18124,MENTIONS,2009_0
18125,MENTIONS,2009_0
18126,MENTIONS,2009_0
