Company,BELONGS_TO_INDUSTRY_OF,Industry
0001519751,BELONGS_TO_INDUSTRY_OF,2430
0001649749,BELONGS_TO_INDUSTRY_OF,6022
0000811589,BELONGS_TO_INDUSTRY_OF,6022
0001057706,BELONGS_TO_INDUSTRY_OF,6022
0001562528,BELONGS_TO_INDUSTRY_OF,6798
0000712537,BELONGS_TO_INDUSTRY_OF,6021
0000840489,BELONGS_TO_INDUSTRY_OF,5900
0000887936,BELONGS_TO_INDUSTRY_OF,8742
0001650132,BELONGS_TO_INDUSTRY_OF,6798
0000831259,BELONGS_TO_INDUSTRY_OF,1000
0001047340,BELONGS_TO_INDUSTRY_OF,0100
0001013237,BELONGS_TO_INDUSTRY_OF,7370
0001048911,BELONGS_TO_INDUSTRY_OF,4513
0001031296,BELONGS_TO_INDUSTRY_OF,4911
0000038725,BELONGS_TO_INDUSTRY_OF,3621
0000708955,BELONGS_TO_INDUSTRY_OF,6021
0000036029,BELONGS_TO_INDUSTRY_OF,6022
0001048695,BELONGS_TO_INDUSTRY_OF,3576
0000036377,BELONGS_TO_INDUSTRY_OF,6022
0001056288,BELONGS_TO_INDUSTRY_OF,6282
0000036966,BELONGS_TO_INDUSTRY_OF,6021
0001136893,BELONGS_TO_INDUSTRY_OF,7389
0000798354,BELONGS_TO_INDUSTRY_OF,7389
0000035527,BELONGS_TO_INDUSTRY_OF,6022
0001177609,BELONGS_TO_INDUSTRY_OF,5331
0001035983,BELONGS_TO_INDUSTRY_OF,1731
0000069891,BELONGS_TO_INDUSTRY_OF,2086
0000850209,BELONGS_TO_INDUSTRY_OF,5661
0000866374,BELONGS_TO_INDUSTRY_OF,3672
0000910073,BELONGS_TO_INDUSTRY_OF,6036
0001128928,BELONGS_TO_INDUSTRY_OF,2000
0001124198,BELONGS_TO_INDUSTRY_OF,1600
0000030625,BELONGS_TO_INDUSTRY_OF,3561
0001175454,BELONGS_TO_INDUSTRY_OF,7389
0000037785,BELONGS_TO_INDUSTRY_OF,2800
0001408710,BELONGS_TO_INDUSTRY_OF,3661
0000037808,BELONGS_TO_INDUSTRY_OF,6021
0001507079,BELONGS_TO_INDUSTRY_OF,5211
0001331875,BELONGS_TO_INDUSTRY_OF,6361
0001039399,BELONGS_TO_INDUSTRY_OF,3674
0001794669,BELONGS_TO_INDUSTRY_OF,7389
0001754301,BELONGS_TO_INDUSTRY_OF,4833
0001424929,BELONGS_TO_INDUSTRY_OF,3751
0000921825,BELONGS_TO_INDUSTRY_OF,6798
0001611647,BELONGS_TO_INDUSTRY_OF,2040
0000034903,BELONGS_TO_INDUSTRY_OF,6798
0000277509,BELONGS_TO_INDUSTRY_OF,3711
0001727263,BELONGS_TO_INDUSTRY_OF,7340
0001262039,BELONGS_TO_INDUSTRY_OF,3577
0001965040,BELONGS_TO_INDUSTRY_OF,8071
0001659166,BELONGS_TO_INDUSTRY_OF,3823
0000039368,BELONGS_TO_INDUSTRY_OF,2891
0000700564,BELONGS_TO_INDUSTRY_OF,6021
0001999001,BELONGS_TO_INDUSTRY_OF,7900
0000912728,BELONGS_TO_INDUSTRY_OF,4731
0000020520,BELONGS_TO_INDUSTRY_OF,4813
0001398659,BELONGS_TO_INDUSTRY_OF,8742
0000039911,BELONGS_TO_INDUSTRY_OF,5651
0000040211,BELONGS_TO_INDUSTRY_OF,4700
0000868671,BELONGS_TO_INDUSTRY_OF,6022
0000923120,BELONGS_TO_INDUSTRY_OF,3743
0000040533,BELONGS_TO_INDUSTRY_OF,3730
0001071255,BELONGS_TO_INDUSTRY_OF,7990
0001743725,BELONGS_TO_INDUSTRY_OF,7372
0000040545,BELONGS_TO_INDUSTRY_OF,3600
0000043920,BELONGS_TO_INDUSTRY_OF,3412
0000849399,BELONGS_TO_INDUSTRY_OF,7372
0000923796,BELONGS_TO_INDUSTRY_OF,1520
0000912463,BELONGS_TO_INDUSTRY_OF,2340
0000050725,BELONGS_TO_INDUSTRY_OF,3442
0000042888,BELONGS_TO_INDUSTRY_OF,3561
0000104889,BELONGS_TO_INDUSTRY_OF,8200
0000821002,BELONGS_TO_INDUSTRY_OF,2300
0000882095,BELONGS_TO_INDUSTRY_OF,2836
0000040704,BELONGS_TO_INDUSTRY_OF,2040
0001192448,BELONGS_TO_INDUSTRY_OF,3841
0000320335,BELONGS_TO_INDUSTRY_OF,6311
0001575965,BELONGS_TO_INDUSTRY_OF,6798
0000024741,BELONGS_TO_INDUSTRY_OF,3357
0001467858,BELONGS_TO_INDUSTRY_OF,3711
0001326380,BELONGS_TO_INDUSTRY_OF,5734
0001237831,BELONGS_TO_INDUSTRY_OF,3841
0001600438,BELONGS_TO_INDUSTRY_OF,5030
0001526113,BELONGS_TO_INDUSTRY_OF,6798
0001474735,BELONGS_TO_INDUSTRY_OF,3621
0000355811,BELONGS_TO_INDUSTRY_OF,3714
0001276520,BELONGS_TO_INDUSTRY_OF,6311
0001771515,BELONGS_TO_INDUSTRY_OF,5411
0001537054,BELONGS_TO_INDUSTRY_OF,4899
0001672013,BELONGS_TO_INDUSTRY_OF,3949
0001652044,BELONGS_TO_INDUSTRY_OF,7370
0000040987,BELONGS_TO_INDUSTRY_OF,5013
0001031203,BELONGS_TO_INDUSTRY_OF,5500
0001408075,BELONGS_TO_INDUSTRY_OF,2650
0001123360,BELONGS_TO_INDUSTRY_OF,7389
0001373670,BELONGS_TO_INDUSTRY_OF,1531
0001121788,BELONGS_TO_INDUSTRY_OF,3812
0000886982,BELONGS_TO_INDUSTRY_OF,6211
0001726978,BELONGS_TO_INDUSTRY_OF,6411
0000042582,BELONGS_TO_INDUSTRY_OF,3011
0001718512,BELONGS_TO_INDUSTRY_OF,3560
0000892553,BELONGS_TO_INDUSTRY_OF,3443
0001794515,BELONGS_TO_INDUSTRY_OF,7372
0001052752,BELONGS_TO_INDUSTRY_OF,6500
0000861459,BELONGS_TO_INDUSTRY_OF,1600
0001528396,BELONGS_TO_INDUSTRY_OF,7372
0000277135,BELONGS_TO_INDUSTRY_OF,5000
0001852244,BELONGS_TO_INDUSTRY_OF,4700
0001468174,BELONGS_TO_INDUSTRY_OF,7011
0000313143,BELONGS_TO_INDUSTRY_OF,3841
0001109242,BELONGS_TO_INDUSTRY_OF,6021
0000045012,BELONGS_TO_INDUSTRY_OF,1389
0001159036,BELONGS_TO_INDUSTRY_OF,2836
0000046080,BELONGS_TO_INDUSTRY_OF,3944
0001561894,BELONGS_TO_INDUSTRY_OF,6799
0001834622,BELONGS_TO_INDUSTRY_OF,3580
0000049196,BELONGS_TO_INDUSTRY_OF,6021
0001359841,BELONGS_TO_INDUSTRY_OF,5600
0000860730,BELONGS_TO_INDUSTRY_OF,8062
0001691303,BELONGS_TO_INDUSTRY_OF,1220
0001400810,BELONGS_TO_INDUSTRY_OF,6331
0000731012,BELONGS_TO_INDUSTRY_OF,8050
0000354950,BELONGS_TO_INDUSTRY_OF,5211
0000916789,BELONGS_TO_INDUSTRY_OF,3634
0000004447,BELONGS_TO_INDUSTRY_OF,2911
0001046025,BELONGS_TO_INDUSTRY_OF,6036
0001674168,BELONGS_TO_INDUSTRY_OF,7000
0001417398,BELONGS_TO_INDUSTRY_OF,3990
0000874766,BELONGS_TO_INDUSTRY_OF,6331
0001501585,BELONGS_TO_INDUSTRY_OF,3730
0001773751,BELONGS_TO_INDUSTRY_OF,8011
0000921082,BELONGS_TO_INDUSTRY_OF,6798
0001302215,BELONGS_TO_INDUSTRY_OF,6282
0000851310,BELONGS_TO_INDUSTRY_OF,3663
0001433642,BELONGS_TO_INDUSTRY_OF,6282
0001585689,BELONGS_TO_INDUSTRY_OF,7011
0000866829,BELONGS_TO_INDUSTRY_OF,1389
0000850141,BELONGS_TO_INDUSTRY_OF,6331
0000048287,BELONGS_TO_INDUSTRY_OF,2522
0000793952,BELONGS_TO_INDUSTRY_OF,3751
0000859737,BELONGS_TO_INDUSTRY_OF,3844
0001331520,BELONGS_TO_INDUSTRY_OF,6022
0000773840,BELONGS_TO_INDUSTRY_OF,3724
0001128361,BELONGS_TO_INDUSTRY_OF,6021
0000046765,BELONGS_TO_INDUSTRY_OF,1381
0001645590,BELONGS_TO_INDUSTRY_OF,3570
0000047217,BELONGS_TO_INDUSTRY_OF,3570
0001428336,BELONGS_TO_INDUSTRY_OF,7389
0001360604,BELONGS_TO_INDUSTRY_OF,6798
0000012659,BELONGS_TO_INDUSTRY_OF,7200
0000048465,BELONGS_TO_INDUSTRY_OF,2011
0001802665,BELONGS_TO_INDUSTRY_OF,2834
0001000228,BELONGS_TO_INDUSTRY_OF,5047
0001066605,BELONGS_TO_INDUSTRY_OF,7361
0001070750,BELONGS_TO_INDUSTRY_OF,6798
0001095565,BELONGS_TO_INDUSTRY_OF,7370
0000047111,BELONGS_TO_INDUSTRY_OF,2060
0001265131,BELONGS_TO_INDUSTRY_OF,6022
0000799233,BELONGS_TO_INDUSTRY_OF,4213
0001657853,BELONGS_TO_INDUSTRY_OF,7510
0000940942,BELONGS_TO_INDUSTRY_OF,4731
0000049071,BELONGS_TO_INDUSTRY_OF,6324
0000750577,BELONGS_TO_INDUSTRY_OF,6022
0000046250,BELONGS_TO_INDUSTRY_OF,5160
0000004281,BELONGS_TO_INDUSTRY_OF,3350
0000717605,BELONGS_TO_INDUSTRY_OF,2821
0001057060,BELONGS_TO_INDUSTRY_OF,5531
0001800227,BELONGS_TO_INDUSTRY_OF,7370
0000917520,BELONGS_TO_INDUSTRY_OF,3841
0001381197,BELONGS_TO_INDUSTRY_OF,6211
0000051143,BELONGS_TO_INDUSTRY_OF,3570
0000315709,BELONGS_TO_INDUSTRY_OF,6022
0001580905,BELONGS_TO_INDUSTRY_OF,1520
0001571949,BELONGS_TO_INDUSTRY_OF,6200
0001652535,BELONGS_TO_INDUSTRY_OF,3674
0000883984,BELONGS_TO_INDUSTRY_OF,3841
0001057877,BELONGS_TO_INDUSTRY_OF,4911
0001405495,BELONGS_TO_INDUSTRY_OF,6794
0000874716,BELONGS_TO_INDUSTRY_OF,2835
0000832101,BELONGS_TO_INDUSTRY_OF,3561
0000051253,BELONGS_TO_INDUSTRY_OF,2860
0000764401,BELONGS_TO_INDUSTRY_OF,3310
0001677576,BELONGS_TO_INDUSTRY_OF,6500
0001110803,BELONGS_TO_INDUSTRY_OF,3826
0000879169,BELONGS_TO_INDUSTRY_OF,8731
0000776901,BELONGS_TO_INDUSTRY_OF,6022
0001046257,BELONGS_TO_INDUSTRY_OF,2040
0001497645,BELONGS_TO_INDUSTRY_OF,6798
0001609550,BELONGS_TO_INDUSTRY_OF,3841
0001679049,BELONGS_TO_INDUSTRY_OF,4400
0000050863,BELONGS_TO_INDUSTRY_OF,3674
0000896878,BELONGS_TO_INDUSTRY_OF,7372
0001080014,BELONGS_TO_INDUSTRY_OF,2834
0001687229,BELONGS_TO_INDUSTRY_OF,6510
0001054905,BELONGS_TO_INDUSTRY_OF,2800
0000051434,BELONGS_TO_INDUSTRY_OF,2621
0000822663,BELONGS_TO_INDUSTRY_OF,2844
0000051644,BELONGS_TO_INDUSTRY_OF,7311
0001111928,BELONGS_TO_INDUSTRY_OF,3674
0001478242,BELONGS_TO_INDUSTRY_OF,8731
0001699150,BELONGS_TO_INDUSTRY_OF,3560
0001418819,BELONGS_TO_INDUSTRY_OF,4899
0001020569,BELONGS_TO_INDUSTRY_OF,6798
0001466085,BELONGS_TO_INDUSTRY_OF,6798
0001035267,BELONGS_TO_INDUSTRY_OF,3842
0000749251,BELONGS_TO_INDUSTRY_OF,8741
0001114483,BELONGS_TO_INDUSTRY_OF,3845
0000780571,BELONGS_TO_INDUSTRY_OF,3825
0000216228,BELONGS_TO_INDUSTRY_OF,3561
0000049826,BELONGS_TO_INDUSTRY_OF,3560
0000914208,BELONGS_TO_INDUSTRY_OF,6282
0000807882,BELONGS_TO_INDUSTRY_OF,5812
0001232524,BELONGS_TO_INDUSTRY_OF,2834
0001689796,BELONGS_TO_INDUSTRY_OF,6798
0000728535,BELONGS_TO_INDUSTRY_OF,4213
0001158463,BELONGS_TO_INDUSTRY_OF,4512
0000880117,BELONGS_TO_INDUSTRY_OF,2060
0001433660,BELONGS_TO_INDUSTRY_OF,3550
0000833444,BELONGS_TO_INDUSTRY_OF,3585
0000096223,BELONGS_TO_INDUSTRY_OF,6211
0001274173,BELONGS_TO_INDUSTRY_OF,6282
0000785956,BELONGS_TO_INDUSTRY_OF,2052
0000779152,BELONGS_TO_INDUSTRY_OF,7373
0001037976,BELONGS_TO_INDUSTRY_OF,6531
0000200406,BELONGS_TO_INDUSTRY_OF,2834
0001043604,BELONGS_TO_INDUSTRY_OF,3576
0000745308,BELONGS_TO_INDUSTRY_OF,6552
0000019617,BELONGS_TO_INDUSTRY_OF,6021
0001822993,BELONGS_TO_INDUSTRY_OF,6311
0000055067,BELONGS_TO_INDUSTRY_OF,2040
0000886346,BELONGS_TO_INDUSTRY_OF,3550
0000811596,BELONGS_TO_INDUSTRY_OF,3350
0001395942,BELONGS_TO_INDUSTRY_OF,5500
0000795266,BELONGS_TO_INDUSTRY_OF,1531
0001357615,BELONGS_TO_INDUSTRY_OF,1600
0001867072,BELONGS_TO_INDUSTRY_OF,7373
0001418135,BELONGS_TO_INDUSTRY_OF,2080
0000056047,BELONGS_TO_INDUSTRY_OF,4400
0000091576,BELONGS_TO_INDUSTRY_OF,6021
0001601046,BELONGS_TO_INDUSTRY_OF,3823
0000056679,BELONGS_TO_INDUSTRY_OF,7361
0001637459,BELONGS_TO_INDUSTRY_OF,2030
0000879101,BELONGS_TO_INDUSTRY_OF,6798
0000319201,BELONGS_TO_INDUSTRY_OF,3827
0001959348,BELONGS_TO_INDUSTRY_OF,2040
0000056978,BELONGS_TO_INDUSTRY_OF,3674
0000055785,BELONGS_TO_INDUSTRY_OF,2670
0001506307,BELONGS_TO_INDUSTRY_OF,4922
0000860748,BELONGS_TO_INDUSTRY_OF,6331
0000055242,BELONGS_TO_INDUSTRY_OF,3541
0001170010,BELONGS_TO_INDUSTRY_OF,5500
0001587523,BELONGS_TO_INDUSTRY_OF,3651
0001955520,BELONGS_TO_INDUSTRY_OF,1400
0001669162,BELONGS_TO_INDUSTRY_OF,6331
0001492691,BELONGS_TO_INDUSTRY_OF,4213
0000021344,BELONGS_TO_INDUSTRY_OF,2080
0001315257,BELONGS_TO_INDUSTRY_OF,2400
0000056873,BELONGS_TO_INDUSTRY_OF,5411
0001025996,BELONGS_TO_INDUSTRY_OF,6798
0001631596,BELONGS_TO_INDUSTRY_OF,6798
0001286043,BELONGS_TO_INDUSTRY_OF,6798
0001711279,BELONGS_TO_INDUSTRY_OF,2836
0000885639,BELONGS_TO_INDUSTRY_OF,5311
0001760965,BELONGS_TO_INDUSTRY_OF,2320
0001069258,BELONGS_TO_INDUSTRY_OF,3760
0001408100,BELONGS_TO_INDUSTRY_OF,6500
0000081362,BELONGS_TO_INDUSTRY_OF,2990
0000060086,BELONGS_TO_INDUSTRY_OF,6331
0001023128,BELONGS_TO_INDUSTRY_OF,5500
0001090425,BELONGS_TO_INDUSTRY_OF,6798
0000057515,BELONGS_TO_INDUSTRY_OF,2030
0001694028,BELONGS_TO_INDUSTRY_OF,1389
0000763744,BELONGS_TO_INDUSTRY_OF,3714
0001336920,BELONGS_TO_INDUSTRY_OF,7373
0000842162,BELONGS_TO_INDUSTRY_OF,3714
0000059527,BELONGS_TO_INDUSTRY_OF,3540
0000058492,BELONGS_TO_INDUSTRY_OF,2510
0000920760,BELONGS_TO_INDUSTRY_OF,1520
0000889331,BELONGS_TO_INDUSTRY_OF,3613
0001580670,BELONGS_TO_INDUSTRY_OF,1531
0000886163,BELONGS_TO_INDUSTRY_OF,2834
0000920148,BELONGS_TO_INDUSTRY_OF,8071
0000202058,BELONGS_TO_INDUSTRY_OF,3812
0001707925,BELONGS_TO_INDUSTRY_OF,2810
0001633978,BELONGS_TO_INDUSTRY_OF,3669
0001639691,BELONGS_TO_INDUSTRY_OF,3845
0000721994,BELONGS_TO_INDUSTRY_OF,6022
0001065696,BELONGS_TO_INDUSTRY_OF,5010
0000059478,BELONGS_TO_INDUSTRY_OF,2834
0001158895,BELONGS_TO_INDUSTRY_OF,3841
0000936468,BELONGS_TO_INDUSTRY_OF,3760
0000059558,BELONGS_TO_INDUSTRY_OF,6311
0000836157,BELONGS_TO_INDUSTRY_OF,3523
0000352541,BELONGS_TO_INDUSTRY_OF,4931
0001521036,BELONGS_TO_INDUSTRY_OF,2835
0000750004,BELONGS_TO_INDUSTRY_OF,7373
0001434588,BELONGS_TO_INDUSTRY_OF,8200
0000060667,BELONGS_TO_INDUSTRY_OF,5211
0001596993,BELONGS_TO_INDUSTRY_OF,4412
0000060519,BELONGS_TO_INDUSTRY_OF,2400
0001235468,BELONGS_TO_INDUSTRY_OF,7389
0000707549,BELONGS_TO_INDUSTRY_OF,3559
0001157408,BELONGS_TO_INDUSTRY_OF,8200
0000855658,BELONGS_TO_INDUSTRY_OF,3674
0000853816,BELONGS_TO_INDUSTRY_OF,4213
0000887905,BELONGS_TO_INDUSTRY_OF,6798
0000018926,BELONGS_TO_INDUSTRY_OF,4813
0000092380,BELONGS_TO_INDUSTRY_OF,4512
0001300514,BELONGS_TO_INDUSTRY_OF,7011
0001679273,BELONGS_TO_INDUSTRY_OF,2030
0000910108,BELONGS_TO_INDUSTRY_OF,6798
0001489393,BELONGS_TO_INDUSTRY_OF,2860
0001335258,BELONGS_TO_INDUSTRY_OF,7900
0000057131,BELONGS_TO_INDUSTRY_OF,2510
0000794367,BELONGS_TO_INDUSTRY_OF,5311
0001141391,BELONGS_TO_INDUSTRY_OF,7389
0000912595,BELONGS_TO_INDUSTRY_OF,6798
0000912242,BELONGS_TO_INDUSTRY_OF,6798
0000871763,BELONGS_TO_INDUSTRY_OF,7363
0001056696,BELONGS_TO_INDUSTRY_OF,7372
0001048286,BELONGS_TO_INDUSTRY_OF,7011
0001507605,BELONGS_TO_INDUSTRY_OF,6199
0000062996,BELONGS_TO_INDUSTRY_OF,3430
0000937556,BELONGS_TO_INDUSTRY_OF,3845
0000063276,BELONGS_TO_INDUSTRY_OF,3942
0000063296,BELONGS_TO_INDUSTRY_OF,3360
0000003453,BELONGS_TO_INDUSTRY_OF,4400
0001941365,BELONGS_TO_INDUSTRY_OF,2511
0001596967,BELONGS_TO_INDUSTRY_OF,6282
0000063908,BELONGS_TO_INDUSTRY_OF,5812
0000827054,BELONGS_TO_INDUSTRY_OF,3674
0000927653,BELONGS_TO_INDUSTRY_OF,5122
0001059556,BELONGS_TO_INDUSTRY_OF,7320
0000907242,BELONGS_TO_INDUSTRY_OF,7011
0001853513,BELONGS_TO_INDUSTRY_OF,7500
0000064996,BELONGS_TO_INDUSTRY_OF,6331
0000893949,BELONGS_TO_INDUSTRY_OF,8060
0001103982,BELONGS_TO_INDUSTRY_OF,2000
0001613103,BELONGS_TO_INDUSTRY_OF,3845
0000067716,BELONGS_TO_INDUSTRY_OF,1400
0001668397,BELONGS_TO_INDUSTRY_OF,8731
0001099219,BELONGS_TO_INDUSTRY_OF,6311
0001326801,BELONGS_TO_INDUSTRY_OF,7370
0001161728,BELONGS_TO_INDUSTRY_OF,4900
0000789570,BELONGS_TO_INDUSTRY_OF,7011
0000835011,BELONGS_TO_INDUSTRY_OF,5180
0001698990,BELONGS_TO_INDUSTRY_OF,1311
0000851968,BELONGS_TO_INDUSTRY_OF,2273
0000799292,BELONGS_TO_INDUSTRY_OF,1531
0000769520,BELONGS_TO_INDUSTRY_OF,3580
0000063754,BELONGS_TO_INDUSTRY_OF,2090
0001049502,BELONGS_TO_INDUSTRY_OF,3823
0001278021,BELONGS_TO_INDUSTRY_OF,6211
0000724004,BELONGS_TO_INDUSTRY_OF,3823
0000089439,BELONGS_TO_INDUSTRY_OF,3350
0000066382,BELONGS_TO_INDUSTRY_OF,2520
0000916076,BELONGS_TO_INDUSTRY_OF,1400
0000062709,BELONGS_TO_INDUSTRY_OF,6411
0001578732,BELONGS_TO_INDUSTRY_OF,6531
0000066740,BELONGS_TO_INDUSTRY_OF,3841
0001032220,BELONGS_TO_INDUSTRY_OF,7389
0000856982,BELONGS_TO_INDUSTRY_OF,3841
0000876427,BELONGS_TO_INDUSTRY_OF,7500
0000865752,BELONGS_TO_INDUSTRY_OF,2086
0000764180,BELONGS_TO_INDUSTRY_OF,2111
0000837465,BELONGS_TO_INDUSTRY_OF,3949
0001179929,BELONGS_TO_INDUSTRY_OF,6324
0001289419,BELONGS_TO_INDUSTRY_OF,6282
0001285785,BELONGS_TO_INDUSTRY_OF,2870
0001801368,BELONGS_TO_INDUSTRY_OF,1000
0001510295,BELONGS_TO_INDUSTRY_OF,2911
0001287865,BELONGS_TO_INDUSTRY_OF,6798
0001280452,BELONGS_TO_INDUSTRY_OF,3674
0001049521,BELONGS_TO_INDUSTRY_OF,3670
0000310158,BELONGS_TO_INDUSTRY_OF,2834
0001682852,BELONGS_TO_INDUSTRY_OF,2836
0000101778,BELONGS_TO_INDUSTRY_OF,1311
0002017206,BELONGS_TO_INDUSTRY_OF,6500
0000799167,BELONGS_TO_INDUSTRY_OF,4213
0000895421,BELONGS_TO_INDUSTRY_OF,6211
0000066570,BELONGS_TO_INDUSTRY_OF,3842
0001408198,BELONGS_TO_INDUSTRY_OF,7389
0000066004,BELONGS_TO_INDUSTRY_OF,4941
0000789019,BELONGS_TO_INDUSTRY_OF,7372
0001636519,BELONGS_TO_INDUSTRY_OF,7990
0000068505,BELONGS_TO_INDUSTRY_OF,3663
0001003078,BELONGS_TO_INDUSTRY_OF,5084
0000036270,BELONGS_TO_INDUSTRY_OF,6022
0000891103,BELONGS_TO_INDUSTRY_OF,7370
0001037646,BELONGS_TO_INDUSTRY_OF,3826
0001520006,BELONGS_TO_INDUSTRY_OF,1311
0000876437,BELONGS_TO_INDUSTRY_OF,6351
0000833079,BELONGS_TO_INDUSTRY_OF,1531
0000812011,BELONGS_TO_INDUSTRY_OF,7990
0001104657,BELONGS_TO_INDUSTRY_OF,3460
0001493594,BELONGS_TO_INDUSTRY_OF,3674
0001598428,BELONGS_TO_INDUSTRY_OF,3312
0000891014,BELONGS_TO_INDUSTRY_OF,2810
0000015615,BELONGS_TO_INDUSTRY_OF,1623
0000723125,BELONGS_TO_INDUSTRY_OF,3674
0000717423,BELONGS_TO_INDUSTRY_OF,1311
0001573516,BELONGS_TO_INDUSTRY_OF,5500
0001350593,BELONGS_TO_INDUSTRY_OF,3490
0001288469,BELONGS_TO_INDUSTRY_OF,3674
0000899923,BELONGS_TO_INDUSTRY_OF,2835
0000700923,BELONGS_TO_INDUSTRY_OF,1623
0001834488,BELONGS_TO_INDUSTRY_OF,7372
0001974138,BELONGS_TO_INDUSTRY_OF,3578
0001593538,BELONGS_TO_INDUSTRY_OF,6211
0001475841,BELONGS_TO_INDUSTRY_OF,6021
0000914475,BELONGS_TO_INDUSTRY_OF,2836
0000790359,BELONGS_TO_INDUSTRY_OF,6021
0001513761,BELONGS_TO_INDUSTRY_OF,4400
0001120193,BELONGS_TO_INDUSTRY_OF,6200
0000072331,BELONGS_TO_INDUSTRY_OF,3569
0000753308,BELONGS_TO_INDUSTRY_OF,4911
0001164727,BELONGS_TO_INDUSTRY_OF,1040
0001077183,BELONGS_TO_INDUSTRY_OF,8734
0000711377,BELONGS_TO_INDUSTRY_OF,2835
0001282637,BELONGS_TO_INDUSTRY_OF,2860
0000070145,BELONGS_TO_INDUSTRY_OF,4924
0001065280,BELONGS_TO_INDUSTRY_OF,7841
0001653477,BELONGS_TO_INDUSTRY_OF,2800
0001047335,BELONGS_TO_INDUSTRY_OF,8051
0001111711,BELONGS_TO_INDUSTRY_OF,4931
0000356309,BELONGS_TO_INDUSTRY_OF,4924
0000320187,BELONGS_TO_INDUSTRY_OF,3021
0001043219,BELONGS_TO_INDUSTRY_OF,6798
0001547903,BELONGS_TO_INDUSTRY_OF,6351
0000751364,BELONGS_TO_INDUSTRY_OF,6798
0001133421,BELONGS_TO_INDUSTRY_OF,3812
0001104485,BELONGS_TO_INDUSTRY_OF,1311
0001021860,BELONGS_TO_INDUSTRY_OF,3533
0001076930,BELONGS_TO_INDUSTRY_OF,3690
0001373715,BELONGS_TO_INDUSTRY_OF,7372
0000080172,BELONGS_TO_INDUSTRY_OF,3480
0001164863,BELONGS_TO_INDUSTRY_OF,3050
0001013871,BELONGS_TO_INDUSTRY_OF,4911
0001618563,BELONGS_TO_INDUSTRY_OF,6798
0000702165,BELONGS_TO_INDUSTRY_OF,4011
0000932696,BELONGS_TO_INDUSTRY_OF,5961
0001000753,BELONGS_TO_INDUSTRY_OF,7363
0001002047,BELONGS_TO_INDUSTRY_OF,3572
0001078075,BELONGS_TO_INDUSTRY_OF,7373
0000073124,BELONGS_TO_INDUSTRY_OF,6022
0000073309,BELONGS_TO_INDUSTRY_OF,3312
0001045810,BELONGS_TO_INDUSTRY_OF,3674
0001532961,BELONGS_TO_INDUSTRY_OF,7380
0000906163,BELONGS_TO_INDUSTRY_OF,1531
0000045876,BELONGS_TO_INDUSTRY_OF,8900
0001757073,BELONGS_TO_INDUSTRY_OF,3843
0001720635,BELONGS_TO_INDUSTRY_OF,3550
0001471265,BELONGS_TO_INDUSTRY_OF,6021
0001993004,BELONGS_TO_INDUSTRY_OF,4931
0000814453,BELONGS_TO_INDUSTRY_OF,3089
0001733998,BELONGS_TO_INDUSTRY_OF,4924
0001564708,BELONGS_TO_INDUSTRY_OF,2711
0001423221,BELONGS_TO_INDUSTRY_OF,3350
0001413447,BELONGS_TO_INDUSTRY_OF,3674
0001620393,BELONGS_TO_INDUSTRY_OF,6798
0001142417,BELONGS_TO_INDUSTRY_OF,4833
0001852131,BELONGS_TO_INDUSTRY_OF,3812
0001273685,BELONGS_TO_INDUSTRY_OF,6798
0000071691,BELONGS_TO_INDUSTRY_OF,2711
0000726728,BELONGS_TO_INDUSTRY_OF,6798
0001370946,BELONGS_TO_INDUSTRY_OF,3290
0000878927,BELONGS_TO_INDUSTRY_OF,4213
0001030469,BELONGS_TO_INDUSTRY_OF,6022
0001021635,BELONGS_TO_INDUSTRY_OF,4911
0001821825,BELONGS_TO_INDUSTRY_OF,2834
0001587732,BELONGS_TO_INDUSTRY_OF,4924
0000888491,BELONGS_TO_INDUSTRY_OF,6798
0000812074,BELONGS_TO_INDUSTRY_OF,3221
0000073756,BELONGS_TO_INDUSTRY_OF,1389
0001039684,BELONGS_TO_INDUSTRY_OF,4923
0001660134,BELONGS_TO_INDUSTRY_OF,7372
0001005284,BELONGS_TO_INDUSTRY_OF,3670
0001639300,BELONGS_TO_INDUSTRY_OF,5331
0000074303,BELONGS_TO_INDUSTRY_OF,2800
0000029989,BELONGS_TO_INDUSTRY_OF,7311
0000926326,BELONGS_TO_INDUSTRY_OF,3571
0000075252,BELONGS_TO_INDUSTRY_OF,5047
0001097864,BELONGS_TO_INDUSTRY_OF,3674
0000707179,BELONGS_TO_INDUSTRY_OF,6021
0000704532,BELONGS_TO_INDUSTRY_OF,3829
0001014739,BELONGS_TO_INDUSTRY_OF,8082
0001296445,BELONGS_TO_INDUSTRY_OF,4911
0001341439,BELONGS_TO_INDUSTRY_OF,7372
0000074260,BELONGS_TO_INDUSTRY_OF,6351
0000898173,BELONGS_TO_INDUSTRY_OF,5531
0001039065,BELONGS_TO_INDUSTRY_OF,3674
0000775158,BELONGS_TO_INDUSTRY_OF,3711
0001781335,BELONGS_TO_INDUSTRY_OF,3600
0001466593,BELONGS_TO_INDUSTRY_OF,4911
0001579877,BELONGS_TO_INDUSTRY_OF,6798
0001792580,BELONGS_TO_INDUSTRY_OF,1311
0000075288,BELONGS_TO_INDUSTRY_OF,2320
0000797468,BELONGS_TO_INDUSTRY_OF,1311
0001019849,BELONGS_TO_INDUSTRY_OF,5500
