Company,HAS_EXCHANGE_MARKET,Exchange
0001047340,HAS_EXCHANGE_MARKET,NYSE
0001013237,HAS_EXCHANGE_MARKET,NYSE
0001048911,HAS_EXCHANGE_MARKET,NYSE
0001031296,HAS_EXCHANGE_MARKET,NYSE
0000038725,HAS_EXCHANGE_MARKET,Nasdaq
0000708955,HAS_EXCHANGE_MARKET,Nasdaq
0000036029,HAS_EXCHANGE_MARKET,Nasdaq
0001048695,HAS_EXCHANGE_MARKET,Nasdaq
0000036377,HAS_EXCHANGE_MARKET,Nasdaq
0001056288,HAS_EXCHANGE_MARKET,NYSE
0000036966,HAS_EXCHANGE_MARKET,NYSE
0001136893,HAS_EXCHANGE_MARKET,NYSE
0000798354,HAS_EXCHANGE_MARKET,NYSE
0000035527,HAS_EXCHANGE_MARKET,Nasdaq
0001177609,HAS_EXCHANGE_MARKET,Nasdaq
0001035983,HAS_EXCHANGE_MARKET,NYSE
0000069891,HAS_EXCHANGE_MARKET,Nasdaq
0000850209,HAS_EXCHANGE_MARKET,NYSE
0000866374,HAS_EXCHANGE_MARKET,Nasdaq
0000910073,HAS_EXCHANGE_MARKET,NYSE
0001128928,HAS_EXCHANGE_MARKET,NYSE
0001124198,HAS_EXCHANGE_MARKET,NYSE
0000030625,HAS_EXCHANGE_MARKET,NYSE
0001175454,HAS_EXCHANGE_MARKET,NYSE
0000037785,HAS_EXCHANGE_MARKET,NYSE
0001408710,HAS_EXCHANGE_MARKET,NYSE
0000037808,HAS_EXCHANGE_MARKET,NYSE
0001507079,HAS_EXCHANGE_MARKET,NYSE
0001331875,HAS_EXCHANGE_MARKET,NYSE
0001039399,HAS_EXCHANGE_MARKET,Nasdaq
0001794669,HAS_EXCHANGE_MARKET,NYSE
0001754301,HAS_EXCHANGE_MARKET,Nasdaq
0001424929,HAS_EXCHANGE_MARKET,Nasdaq
0000921825,HAS_EXCHANGE_MARKET,NYSE
0001611647,HAS_EXCHANGE_MARKET,Nasdaq
0000034903,HAS_EXCHANGE_MARKET,NYSE
0000277509,HAS_EXCHANGE_MARKET,NYSE
0001727263,HAS_EXCHANGE_MARKET,Nasdaq
0001262039,HAS_EXCHANGE_MARKET,Nasdaq
0001965040,HAS_EXCHANGE_MARKET,Nasdaq
0001659166,HAS_EXCHANGE_MARKET,NYSE
0000039368,HAS_EXCHANGE_MARKET,NYSE
0000700564,HAS_EXCHANGE_MARKET,Nasdaq
0001999001,HAS_EXCHANGE_MARKET,NYSE
0000912728,HAS_EXCHANGE_MARKET,Nasdaq
0000020520,HAS_EXCHANGE_MARKET,Nasdaq
0001398659,HAS_EXCHANGE_MARKET,NYSE
0000039911,HAS_EXCHANGE_MARKET,NYSE
0000040211,HAS_EXCHANGE_MARKET,NYSE
0000868671,HAS_EXCHANGE_MARKET,NYSE
0000923120,HAS_EXCHANGE_MARKET,NYSE
0000040533,HAS_EXCHANGE_MARKET,NYSE
0001071255,HAS_EXCHANGE_MARKET,Nasdaq
0001743725,HAS_EXCHANGE_MARKET,Nasdaq
0000040545,HAS_EXCHANGE_MARKET,NYSE
0000043920,HAS_EXCHANGE_MARKET,NYSE
0000849399,HAS_EXCHANGE_MARKET,Nasdaq
0000923796,HAS_EXCHANGE_MARKET,NYSE
0000912463,HAS_EXCHANGE_MARKET,NYSE
0000050725,HAS_EXCHANGE_MARKET,NYSE
0000042888,HAS_EXCHANGE_MARKET,NYSE
0000104889,HAS_EXCHANGE_MARKET,NYSE
0000821002,HAS_EXCHANGE_MARKET,Nasdaq
0000882095,HAS_EXCHANGE_MARKET,Nasdaq
0000040704,HAS_EXCHANGE_MARKET,NYSE
0001192448,HAS_EXCHANGE_MARKET,NYSE
0000320335,HAS_EXCHANGE_MARKET,NYSE
0001575965,HAS_EXCHANGE_MARKET,Nasdaq
0000024741,HAS_EXCHANGE_MARKET,NYSE
0001467858,HAS_EXCHANGE_MARKET,NYSE
0001326380,HAS_EXCHANGE_MARKET,NYSE
0001237831,HAS_EXCHANGE_MARKET,NYSE
0001600438,HAS_EXCHANGE_MARKET,NYSE
0001526113,HAS_EXCHANGE_MARKET,NYSE
0001474735,HAS_EXCHANGE_MARKET,NYSE
0000355811,HAS_EXCHANGE_MARKET,Nasdaq
0001276520,HAS_EXCHANGE_MARKET,NYSE
0001771515,HAS_EXCHANGE_MARKET,Nasdaq
0001537054,HAS_EXCHANGE_MARKET,Nasdaq
0001672013,HAS_EXCHANGE_MARKET,NYSE
0001652044,HAS_EXCHANGE_MARKET,Nasdaq
0000040987,HAS_EXCHANGE_MARKET,NYSE
0001031203,HAS_EXCHANGE_MARKET,NYSE
0001408075,HAS_EXCHANGE_MARKET,NYSE
0001123360,HAS_EXCHANGE_MARKET,NYSE
0001373670,HAS_EXCHANGE_MARKET,NYSE
0001121788,HAS_EXCHANGE_MARKET,NYSE
0000886982,HAS_EXCHANGE_MARKET,NYSE
0001726978,HAS_EXCHANGE_MARKET,Nasdaq
0000042582,HAS_EXCHANGE_MARKET,Nasdaq
0001718512,HAS_EXCHANGE_MARKET,NYSE
0000892553,HAS_EXCHANGE_MARKET,NYSE
0001794515,HAS_EXCHANGE_MARKET,Nasdaq
0001052752,HAS_EXCHANGE_MARKET,NYSE
0000861459,HAS_EXCHANGE_MARKET,NYSE
0001528396,HAS_EXCHANGE_MARKET,NYSE
0000277135,HAS_EXCHANGE_MARKET,NYSE
0001852244,HAS_EXCHANGE_MARKET,NYSE
0001468174,HAS_EXCHANGE_MARKET,NYSE
0000313143,HAS_EXCHANGE_MARKET,NYSE
0001109242,HAS_EXCHANGE_MARKET,Nasdaq
0000045012,HAS_EXCHANGE_MARKET,NYSE
0001159036,HAS_EXCHANGE_MARKET,Nasdaq
0000046080,HAS_EXCHANGE_MARKET,Nasdaq
0001561894,HAS_EXCHANGE_MARKET,NYSE
0001834622,HAS_EXCHANGE_MARKET,NYSE
0000049196,HAS_EXCHANGE_MARKET,Nasdaq
0001359841,HAS_EXCHANGE_MARKET,NYSE
0000860730,HAS_EXCHANGE_MARKET,NYSE
0001691303,HAS_EXCHANGE_MARKET,NYSE
0001400810,HAS_EXCHANGE_MARKET,NYSE
0000731012,HAS_EXCHANGE_MARKET,Nasdaq
0000354950,HAS_EXCHANGE_MARKET,NYSE
0000916789,HAS_EXCHANGE_MARKET,Nasdaq
0000004447,HAS_EXCHANGE_MARKET,NYSE
0001046025,HAS_EXCHANGE_MARKET,Nasdaq
0001674168,HAS_EXCHANGE_MARKET,NYSE
0001417398,HAS_EXCHANGE_MARKET,NYSE
0000874766,HAS_EXCHANGE_MARKET,NYSE
0001501585,HAS_EXCHANGE_MARKET,NYSE
0001773751,HAS_EXCHANGE_MARKET,NYSE
0000921082,HAS_EXCHANGE_MARKET,NYSE
0001302215,HAS_EXCHANGE_MARKET,NYSE
0000851310,HAS_EXCHANGE_MARKET,Nasdaq
0001433642,HAS_EXCHANGE_MARKET,Nasdaq
0001585689,HAS_EXCHANGE_MARKET,NYSE
0000866829,HAS_EXCHANGE_MARKET,NYSE
0000850141,HAS_EXCHANGE_MARKET,NYSE
0000048287,HAS_EXCHANGE_MARKET,NYSE
0000793952,HAS_EXCHANGE_MARKET,NYSE
0000859737,HAS_EXCHANGE_MARKET,Nasdaq
0001331520,HAS_EXCHANGE_MARKET,NYSE
0000773840,HAS_EXCHANGE_MARKET,Nasdaq
0001128361,HAS_EXCHANGE_MARKET,Nasdaq
0000046765,HAS_EXCHANGE_MARKET,NYSE
0001645590,HAS_EXCHANGE_MARKET,NYSE
0000047217,HAS_EXCHANGE_MARKET,NYSE
0001428336,HAS_EXCHANGE_MARKET,Nasdaq
0001360604,HAS_EXCHANGE_MARKET,NYSE
0000012659,HAS_EXCHANGE_MARKET,NYSE
0000048465,HAS_EXCHANGE_MARKET,NYSE
0001802665,HAS_EXCHANGE_MARKET,Nasdaq
0001000228,HAS_EXCHANGE_MARKET,Nasdaq
0001066605,HAS_EXCHANGE_MARKET,Nasdaq
0001070750,HAS_EXCHANGE_MARKET,Nasdaq
0001095565,HAS_EXCHANGE_MARKET,Nasdaq
0000047111,HAS_EXCHANGE_MARKET,NYSE
0001265131,HAS_EXCHANGE_MARKET,NYSE
0000799233,HAS_EXCHANGE_MARKET,Nasdaq
0001657853,HAS_EXCHANGE_MARKET,Nasdaq
0000940942,HAS_EXCHANGE_MARKET,Nasdaq
0000049071,HAS_EXCHANGE_MARKET,NYSE
0000750577,HAS_EXCHANGE_MARKET,Nasdaq
0000046250,HAS_EXCHANGE_MARKET,Nasdaq
0000004281,HAS_EXCHANGE_MARKET,NYSE
0000717605,HAS_EXCHANGE_MARKET,NYSE
0001057060,HAS_EXCHANGE_MARKET,NYSE
0001800227,HAS_EXCHANGE_MARKET,Nasdaq
0000917520,HAS_EXCHANGE_MARKET,Nasdaq
0001381197,HAS_EXCHANGE_MARKET,Nasdaq
0000051143,HAS_EXCHANGE_MARKET,NYSE
0000315709,HAS_EXCHANGE_MARKET,Nasdaq
0001580905,HAS_EXCHANGE_MARKET,NYSE
0001571949,HAS_EXCHANGE_MARKET,NYSE
0001652535,HAS_EXCHANGE_MARKET,Nasdaq
0000883984,HAS_EXCHANGE_MARKET,Nasdaq
0001057877,HAS_EXCHANGE_MARKET,NYSE
0001405495,HAS_EXCHANGE_MARKET,Nasdaq
0000874716,HAS_EXCHANGE_MARKET,Nasdaq
0000832101,HAS_EXCHANGE_MARKET,NYSE
0000051253,HAS_EXCHANGE_MARKET,NYSE
0000764401,HAS_EXCHANGE_MARKET,NYSE
0001677576,HAS_EXCHANGE_MARKET,NYSE
0001110803,HAS_EXCHANGE_MARKET,Nasdaq
0000879169,HAS_EXCHANGE_MARKET,Nasdaq
0000776901,HAS_EXCHANGE_MARKET,Nasdaq
0001046257,HAS_EXCHANGE_MARKET,NYSE
0001497645,HAS_EXCHANGE_MARKET,NYSE
0001609550,HAS_EXCHANGE_MARKET,NYSE
0001679049,HAS_EXCHANGE_MARKET,NYSE
0000050863,HAS_EXCHANGE_MARKET,Nasdaq
0000896878,HAS_EXCHANGE_MARKET,Nasdaq
0001080014,HAS_EXCHANGE_MARKET,Nasdaq
0001687229,HAS_EXCHANGE_MARKET,NYSE
0001054905,HAS_EXCHANGE_MARKET,Nasdaq
0000051434,HAS_EXCHANGE_MARKET,NYSE
0000822663,HAS_EXCHANGE_MARKET,Nasdaq
0000051644,HAS_EXCHANGE_MARKET,NYSE
0001111928,HAS_EXCHANGE_MARKET,Nasdaq
0001478242,HAS_EXCHANGE_MARKET,NYSE
0001699150,HAS_EXCHANGE_MARKET,NYSE
0001418819,HAS_EXCHANGE_MARKET,Nasdaq
0001020569,HAS_EXCHANGE_MARKET,NYSE
0001466085,HAS_EXCHANGE_MARKET,NYSE
0001035267,HAS_EXCHANGE_MARKET,Nasdaq
0000749251,HAS_EXCHANGE_MARKET,NYSE
0001114483,HAS_EXCHANGE_MARKET,NYSE
0000780571,HAS_EXCHANGE_MARKET,Nasdaq
0000216228,HAS_EXCHANGE_MARKET,NYSE
0000049826,HAS_EXCHANGE_MARKET,NYSE
0000914208,HAS_EXCHANGE_MARKET,NYSE
0000807882,HAS_EXCHANGE_MARKET,Nasdaq
0001232524,HAS_EXCHANGE_MARKET,Nasdaq
0001689796,HAS_EXCHANGE_MARKET,NYSE
0000728535,HAS_EXCHANGE_MARKET,Nasdaq
0001158463,HAS_EXCHANGE_MARKET,Nasdaq
0000880117,HAS_EXCHANGE_MARKET,Nasdaq
0001433660,HAS_EXCHANGE_MARKET,NYSE
0000833444,HAS_EXCHANGE_MARKET,NYSE
0000096223,HAS_EXCHANGE_MARKET,NYSE
0001274173,HAS_EXCHANGE_MARKET,NYSE
0000785956,HAS_EXCHANGE_MARKET,Nasdaq
0000779152,HAS_EXCHANGE_MARKET,Nasdaq
0001037976,HAS_EXCHANGE_MARKET,NYSE
0000200406,HAS_EXCHANGE_MARKET,NYSE
0001043604,HAS_EXCHANGE_MARKET,NYSE
0000745308,HAS_EXCHANGE_MARKET,NYSE
0000019617,HAS_EXCHANGE_MARKET,NYSE
0001822993,HAS_EXCHANGE_MARKET,NYSE
0000055067,HAS_EXCHANGE_MARKET,NYSE
0000886346,HAS_EXCHANGE_MARKET,NYSE
0000811596,HAS_EXCHANGE_MARKET,Nasdaq
0001395942,HAS_EXCHANGE_MARKET,NYSE
0000795266,HAS_EXCHANGE_MARKET,NYSE
0001357615,HAS_EXCHANGE_MARKET,NYSE
0001867072,HAS_EXCHANGE_MARKET,NYSE
0001418135,HAS_EXCHANGE_MARKET,Nasdaq
0000056047,HAS_EXCHANGE_MARKET,NYSE
0000091576,HAS_EXCHANGE_MARKET,NYSE
0001601046,HAS_EXCHANGE_MARKET,NYSE
0000056679,HAS_EXCHANGE_MARKET,NYSE
0001637459,HAS_EXCHANGE_MARKET,Nasdaq
0000879101,HAS_EXCHANGE_MARKET,NYSE
0000319201,HAS_EXCHANGE_MARKET,Nasdaq
0001959348,HAS_EXCHANGE_MARKET,NYSE
0000056978,HAS_EXCHANGE_MARKET,Nasdaq
0000055785,HAS_EXCHANGE_MARKET,Nasdaq
0001506307,HAS_EXCHANGE_MARKET,NYSE
0000860748,HAS_EXCHANGE_MARKET,NYSE
0000055242,HAS_EXCHANGE_MARKET,NYSE
0001170010,HAS_EXCHANGE_MARKET,NYSE
0001587523,HAS_EXCHANGE_MARKET,NYSE
0001955520,HAS_EXCHANGE_MARKET,NYSE
0001669162,HAS_EXCHANGE_MARKET,NYSE
0001492691,HAS_EXCHANGE_MARKET,NYSE
0000021344,HAS_EXCHANGE_MARKET,NYSE
0001315257,HAS_EXCHANGE_MARKET,NYSE
0000056873,HAS_EXCHANGE_MARKET,NYSE
0001025996,HAS_EXCHANGE_MARKET,NYSE
0001631596,HAS_EXCHANGE_MARKET,NYSE
0001286043,HAS_EXCHANGE_MARKET,NYSE
0001711279,HAS_EXCHANGE_MARKET,Nasdaq
0000885639,HAS_EXCHANGE_MARKET,NYSE
0001760965,HAS_EXCHANGE_MARKET,NYSE
0001069258,HAS_EXCHANGE_MARKET,Nasdaq
0001408100,HAS_EXCHANGE_MARKET,NYSE
0000081362,HAS_EXCHANGE_MARKET,NYSE
0000060086,HAS_EXCHANGE_MARKET,NYSE
0001023128,HAS_EXCHANGE_MARKET,NYSE
0001090425,HAS_EXCHANGE_MARKET,Nasdaq
0000057515,HAS_EXCHANGE_MARKET,Nasdaq
0001694028,HAS_EXCHANGE_MARKET,NYSE
0000763744,HAS_EXCHANGE_MARKET,NYSE
0001336920,HAS_EXCHANGE_MARKET,NYSE
0000842162,HAS_EXCHANGE_MARKET,NYSE
0000059527,HAS_EXCHANGE_MARKET,Nasdaq
0000058492,HAS_EXCHANGE_MARKET,NYSE
0000920760,HAS_EXCHANGE_MARKET,NYSE
0000889331,HAS_EXCHANGE_MARKET,Nasdaq
0001580670,HAS_EXCHANGE_MARKET,Nasdaq
0000886163,HAS_EXCHANGE_MARKET,Nasdaq
0000920148,HAS_EXCHANGE_MARKET,NYSE
0000202058,HAS_EXCHANGE_MARKET,NYSE
0001707925,HAS_EXCHANGE_MARKET,Nasdaq
0001633978,HAS_EXCHANGE_MARKET,Nasdaq
0001639691,HAS_EXCHANGE_MARKET,Nasdaq
0000721994,HAS_EXCHANGE_MARKET,Nasdaq
0001065696,HAS_EXCHANGE_MARKET,Nasdaq
0000059478,HAS_EXCHANGE_MARKET,NYSE
0001158895,HAS_EXCHANGE_MARKET,Nasdaq
0000936468,HAS_EXCHANGE_MARKET,NYSE
0000059558,HAS_EXCHANGE_MARKET,NYSE
0000836157,HAS_EXCHANGE_MARKET,NYSE
0000352541,HAS_EXCHANGE_MARKET,Nasdaq
0001521036,HAS_EXCHANGE_MARKET,Nasdaq
0000750004,HAS_EXCHANGE_MARKET,Nasdaq
0001434588,HAS_EXCHANGE_MARKET,Nasdaq
0000060667,HAS_EXCHANGE_MARKET,NYSE
0001596993,HAS_EXCHANGE_MARKET,NYSE
0000060519,HAS_EXCHANGE_MARKET,NYSE
0001235468,HAS_EXCHANGE_MARKET,Nasdaq
0000707549,HAS_EXCHANGE_MARKET,Nasdaq
0001157408,HAS_EXCHANGE_MARKET,NYSE
0000855658,HAS_EXCHANGE_MARKET,Nasdaq
0000853816,HAS_EXCHANGE_MARKET,Nasdaq
0000887905,HAS_EXCHANGE_MARKET,NYSE
0000018926,HAS_EXCHANGE_MARKET,NYSE
0000092380,HAS_EXCHANGE_MARKET,NYSE
0001300514,HAS_EXCHANGE_MARKET,NYSE
0001679273,HAS_EXCHANGE_MARKET,NYSE
0000910108,HAS_EXCHANGE_MARKET,NYSE
0001489393,HAS_EXCHANGE_MARKET,NYSE
0001335258,HAS_EXCHANGE_MARKET,NYSE
0000057131,HAS_EXCHANGE_MARKET,NYSE
0000794367,HAS_EXCHANGE_MARKET,NYSE
0001141391,HAS_EXCHANGE_MARKET,NYSE
0000912595,HAS_EXCHANGE_MARKET,NYSE
0000912242,HAS_EXCHANGE_MARKET,NYSE
0000871763,HAS_EXCHANGE_MARKET,NYSE
0001056696,HAS_EXCHANGE_MARKET,Nasdaq
0001048286,HAS_EXCHANGE_MARKET,Nasdaq
0001507605,HAS_EXCHANGE_MARKET,Nasdaq
0000062996,HAS_EXCHANGE_MARKET,NYSE
0000937556,HAS_EXCHANGE_MARKET,Nasdaq
0000063276,HAS_EXCHANGE_MARKET,Nasdaq
0000063296,HAS_EXCHANGE_MARKET,Nasdaq
0000003453,HAS_EXCHANGE_MARKET,NYSE
0001941365,HAS_EXCHANGE_MARKET,NYSE
0001596967,HAS_EXCHANGE_MARKET,NYSE
0000063908,HAS_EXCHANGE_MARKET,NYSE
0000827054,HAS_EXCHANGE_MARKET,Nasdaq
0000927653,HAS_EXCHANGE_MARKET,NYSE
0001059556,HAS_EXCHANGE_MARKET,NYSE
0000907242,HAS_EXCHANGE_MARKET,Nasdaq
0001853513,HAS_EXCHANGE_MARKET,Nasdaq
0000064996,HAS_EXCHANGE_MARKET,NYSE
0000893949,HAS_EXCHANGE_MARKET,NYSE
0001103982,HAS_EXCHANGE_MARKET,Nasdaq
0001613103,HAS_EXCHANGE_MARKET,NYSE
0000067716,HAS_EXCHANGE_MARKET,NYSE
0001668397,HAS_EXCHANGE_MARKET,Nasdaq
0001099219,HAS_EXCHANGE_MARKET,NYSE
0001326801,HAS_EXCHANGE_MARKET,Nasdaq
0001161728,HAS_EXCHANGE_MARKET,Nasdaq
0000789570,HAS_EXCHANGE_MARKET,NYSE
0000835011,HAS_EXCHANGE_MARKET,Nasdaq
0001698990,HAS_EXCHANGE_MARKET,NYSE
0000851968,HAS_EXCHANGE_MARKET,NYSE
0000799292,HAS_EXCHANGE_MARKET,NYSE
0000769520,HAS_EXCHANGE_MARKET,Nasdaq
0000063754,HAS_EXCHANGE_MARKET,NYSE
0001049502,HAS_EXCHANGE_MARKET,Nasdaq
0001278021,HAS_EXCHANGE_MARKET,Nasdaq
0000724004,HAS_EXCHANGE_MARKET,Nasdaq
0000089439,HAS_EXCHANGE_MARKET,NYSE
0000066382,HAS_EXCHANGE_MARKET,Nasdaq
0000916076,HAS_EXCHANGE_MARKET,NYSE
0000062709,HAS_EXCHANGE_MARKET,NYSE
0001578732,HAS_EXCHANGE_MARKET,NYSE
0000066740,HAS_EXCHANGE_MARKET,NYSE
0001032220,HAS_EXCHANGE_MARKET,NYSE
0000856982,HAS_EXCHANGE_MARKET,Nasdaq
0000876427,HAS_EXCHANGE_MARKET,Nasdaq
0000865752,HAS_EXCHANGE_MARKET,Nasdaq
0000764180,HAS_EXCHANGE_MARKET,NYSE
0000837465,HAS_EXCHANGE_MARKET,NYSE
0001179929,HAS_EXCHANGE_MARKET,NYSE
0001289419,HAS_EXCHANGE_MARKET,Nasdaq
0001285785,HAS_EXCHANGE_MARKET,NYSE
0001801368,HAS_EXCHANGE_MARKET,NYSE
0001510295,HAS_EXCHANGE_MARKET,NYSE
0001287865,HAS_EXCHANGE_MARKET,NYSE
0001280452,HAS_EXCHANGE_MARKET,Nasdaq
0001049521,HAS_EXCHANGE_MARKET,Nasdaq
0000310158,HAS_EXCHANGE_MARKET,NYSE
0001682852,HAS_EXCHANGE_MARKET,Nasdaq
0002017206,HAS_EXCHANGE_MARKET,NYSE
0000799167,HAS_EXCHANGE_MARKET,Nasdaq
0000895421,HAS_EXCHANGE_MARKET,NYSE
0000066570,HAS_EXCHANGE_MARKET,NYSE
0001408198,HAS_EXCHANGE_MARKET,NYSE
0000066004,HAS_EXCHANGE_MARKET,Nasdaq
0000789019,HAS_EXCHANGE_MARKET,Nasdaq
0001636519,HAS_EXCHANGE_MARKET,NYSE
0000068505,HAS_EXCHANGE_MARKET,NYSE
0001003078,HAS_EXCHANGE_MARKET,NYSE
0000036270,HAS_EXCHANGE_MARKET,NYSE
0000891103,HAS_EXCHANGE_MARKET,Nasdaq
0001037646,HAS_EXCHANGE_MARKET,NYSE
0001520006,HAS_EXCHANGE_MARKET,NYSE
0000876437,HAS_EXCHANGE_MARKET,NYSE
0000833079,HAS_EXCHANGE_MARKET,NYSE
0000812011,HAS_EXCHANGE_MARKET,NYSE
0001104657,HAS_EXCHANGE_MARKET,NYSE
0001493594,HAS_EXCHANGE_MARKET,Nasdaq
0001598428,HAS_EXCHANGE_MARKET,NYSE
0000891014,HAS_EXCHANGE_MARKET,NYSE
0000015615,HAS_EXCHANGE_MARKET,NYSE
0000723125,HAS_EXCHANGE_MARKET,Nasdaq
0000717423,HAS_EXCHANGE_MARKET,NYSE
0001573516,HAS_EXCHANGE_MARKET,NYSE
0001350593,HAS_EXCHANGE_MARKET,NYSE
0001288469,HAS_EXCHANGE_MARKET,Nasdaq
0000899923,HAS_EXCHANGE_MARKET,Nasdaq
0000700923,HAS_EXCHANGE_MARKET,Nasdaq
0001834488,HAS_EXCHANGE_MARKET,NYSE
0001974138,HAS_EXCHANGE_MARKET,NYSE
0001593538,HAS_EXCHANGE_MARKET,Nasdaq
0001475841,HAS_EXCHANGE_MARKET,NYSE
0000914475,HAS_EXCHANGE_MARKET,Nasdaq
0000790359,HAS_EXCHANGE_MARKET,Nasdaq
0001513761,HAS_EXCHANGE_MARKET,NYSE
0001120193,HAS_EXCHANGE_MARKET,Nasdaq
0000072331,HAS_EXCHANGE_MARKET,Nasdaq
0000753308,HAS_EXCHANGE_MARKET,NYSE
0001164727,HAS_EXCHANGE_MARKET,NYSE
0001077183,HAS_EXCHANGE_MARKET,Nasdaq
0000711377,HAS_EXCHANGE_MARKET,Nasdaq
0001282637,HAS_EXCHANGE_MARKET,NYSE
0000070145,HAS_EXCHANGE_MARKET,NYSE
0001065280,HAS_EXCHANGE_MARKET,Nasdaq
0001653477,HAS_EXCHANGE_MARKET,NYSE
0001047335,HAS_EXCHANGE_MARKET,NYSE
0001111711,HAS_EXCHANGE_MARKET,NYSE
0000356309,HAS_EXCHANGE_MARKET,NYSE
0000320187,HAS_EXCHANGE_MARKET,NYSE
0001043219,HAS_EXCHANGE_MARKET,NYSE
0001547903,HAS_EXCHANGE_MARKET,Nasdaq
0000751364,HAS_EXCHANGE_MARKET,NYSE
0001133421,HAS_EXCHANGE_MARKET,NYSE
0001104485,HAS_EXCHANGE_MARKET,NYSE
0001021860,HAS_EXCHANGE_MARKET,NYSE
0001076930,HAS_EXCHANGE_MARKET,Nasdaq
0001373715,HAS_EXCHANGE_MARKET,NYSE
0000080172,HAS_EXCHANGE_MARKET,NYSE
0001164863,HAS_EXCHANGE_MARKET,NYSE
0001013871,HAS_EXCHANGE_MARKET,NYSE
0001618563,HAS_EXCHANGE_MARKET,NYSE
0000702165,HAS_EXCHANGE_MARKET,NYSE
0000932696,HAS_EXCHANGE_MARKET,Nasdaq
0001000753,HAS_EXCHANGE_MARKET,NYSE
0001002047,HAS_EXCHANGE_MARKET,Nasdaq
0001078075,HAS_EXCHANGE_MARKET,Nasdaq
0000073124,HAS_EXCHANGE_MARKET,Nasdaq
0000073309,HAS_EXCHANGE_MARKET,NYSE
0001045810,HAS_EXCHANGE_MARKET,Nasdaq
0001532961,HAS_EXCHANGE_MARKET,Nasdaq
0000906163,HAS_EXCHANGE_MARKET,NYSE
0000045876,HAS_EXCHANGE_MARKET,NYSE
0001757073,HAS_EXCHANGE_MARKET,NYSE
0001720635,HAS_EXCHANGE_MARKET,NYSE
0001471265,HAS_EXCHANGE_MARKET,Nasdaq
0001993004,HAS_EXCHANGE_MARKET,Nasdaq
0000814453,HAS_EXCHANGE_MARKET,Nasdaq
0001733998,HAS_EXCHANGE_MARKET,NYSE
0001564708,HAS_EXCHANGE_MARKET,Nasdaq
0001423221,HAS_EXCHANGE_MARKET,NYSE
0001413447,HAS_EXCHANGE_MARKET,Nasdaq
0001620393,HAS_EXCHANGE_MARKET,NYSE
0001142417,HAS_EXCHANGE_MARKET,Nasdaq
0001852131,HAS_EXCHANGE_MARKET,Nasdaq
0001273685,HAS_EXCHANGE_MARKET,Nasdaq
0000071691,HAS_EXCHANGE_MARKET,NYSE
0000726728,HAS_EXCHANGE_MARKET,NYSE
0001370946,HAS_EXCHANGE_MARKET,NYSE
0000878927,HAS_EXCHANGE_MARKET,Nasdaq
0001030469,HAS_EXCHANGE_MARKET,NYSE
0001021635,HAS_EXCHANGE_MARKET,NYSE
0001821825,HAS_EXCHANGE_MARKET,NYSE
0001587732,HAS_EXCHANGE_MARKET,NYSE
0000888491,HAS_EXCHANGE_MARKET,NYSE
0000812074,HAS_EXCHANGE_MARKET,NYSE
0000073756,HAS_EXCHANGE_MARKET,NYSE
0001039684,HAS_EXCHANGE_MARKET,NYSE
0001660134,HAS_EXCHANGE_MARKET,Nasdaq
0001005284,HAS_EXCHANGE_MARKET,Nasdaq
0001639300,HAS_EXCHANGE_MARKET,Nasdaq
0000074303,HAS_EXCHANGE_MARKET,NYSE
0000029989,HAS_EXCHANGE_MARKET,NYSE
0000926326,HAS_EXCHANGE_MARKET,Nasdaq
0000075252,HAS_EXCHANGE_MARKET,NYSE
0001097864,HAS_EXCHANGE_MARKET,Nasdaq
0000707179,HAS_EXCHANGE_MARKET,Nasdaq
0000704532,HAS_EXCHANGE_MARKET,NYSE
0001014739,HAS_EXCHANGE_MARKET,Nasdaq
0001296445,HAS_EXCHANGE_MARKET,NYSE
0001341439,HAS_EXCHANGE_MARKET,NYSE
0000074260,HAS_EXCHANGE_MARKET,NYSE
0000898173,HAS_EXCHANGE_MARKET,Nasdaq
0001039065,HAS_EXCHANGE_MARKET,Nasdaq
0000775158,HAS_EXCHANGE_MARKET,NYSE
0001781335,HAS_EXCHANGE_MARKET,NYSE
0001466593,HAS_EXCHANGE_MARKET,Nasdaq
0001579877,HAS_EXCHANGE_MARKET,NYSE
0001792580,HAS_EXCHANGE_MARKET,NYSE
0000075288,HAS_EXCHANGE_MARKET,NYSE
0000797468,HAS_EXCHANGE_MARKET,NYSE
0001019849,HAS_EXCHANGE_MARKET,NYSE
0001069899,HAS_EXCHANGE_MARKET,Nasdaq
0000813828,HAS_EXCHANGE_MARKET,Nasdaq
0000821483,HAS_EXCHANGE_MARKET,NYSE
0000076605,HAS_EXCHANGE_MARKET,Nasdaq
0001590955,HAS_EXCHANGE_MARKET,NYSE
0001845815,HAS_EXCHANGE_MARKET,Nasdaq
0000723531,HAS_EXCHANGE_MARKET,Nasdaq
0001068851,HAS_EXCHANGE_MARKET,NYSE
0001534504,HAS_EXCHANGE_MARKET,NYSE
0001295947,HAS_EXCHANGE_MARKET,NYSE
0000078814,HAS_EXCHANGE_MARKET,NYSE
0000075362,HAS_EXCHANGE_MARKET,Nasdaq
0001004980,HAS_EXCHANGE_MARKET,NYSE
0001338749,HAS_EXCHANGE_MARKET,Nasdaq
0001396814,HAS_EXCHANGE_MARKET,Nasdaq
